cutoff,sigma,n_seeds,unordered_mean,unordered_sd,positional_mean,positional_sd,paired_improvement_mean,paired_improvement_sd,seeds_favouring_positional
2.5,1.2,10,0.3339737491851503,0.016094440302738714,0.3100083006173372,0.010981852427533923,0.023965448567813102,0.018440691406578624,9
3.0,1.5,10,0.3616343964839523,0.014439774877124572,0.29417037095535886,0.01573970540701457,0.06746402552859349,0.02068600406689096,10
3.5,1.8,10,0.4424857111884789,0.04428250230053074,0.29510597009550443,0.008683129293802336,0.1473797410929745,0.04319097269760439,10
