outcome,feature_set,task,repeat,fold,feature,score_drop
delta_pos,trajectory_profiles,classification,9,4,dft_profile_mean_rc_range,-0.008771929824561375
delta_pos,trajectory_profiles,classification,9,4,dft_profile_mean_rc_s_min,5.551115123125783e-17
delta_pos,trajectory_profiles,classification,9,4,dft_profile_mean_rc_s_max,0.01754385964912286
delta_pos,trajectory_profiles,classification,9,4,dft_profile_mean_rc_asymmetry,0.004385964912280715
delta_pos,trajectory_profiles,classification,9,4,dft_profile_weighted_mean_oxi_min,0.015350877192982448
delta_pos,trajectory_profiles,classification,9,4,dft_profile_weighted_mean_oxi_max,0.01535087719298256
delta_pos,trajectory_profiles,classification,9,4,dft_profile_weighted_mean_oxi_range,-0.002192982456140302
delta_pos,trajectory_profiles,classification,9,4,dft_profile_weighted_mean_oxi_s_min,-0.002192982456140302
delta_pos,trajectory_profiles,classification,9,4,dft_profile_weighted_mean_oxi_s_max,0.04385964912280704
delta_pos,trajectory_profiles,classification,9,4,dft_profile_weighted_mean_oxi_asymmetry,0.03289473684210531
delta_pos,published_plus_profiles,regression,0,0,litraj_min_volume,0.053609806365653156
delta_pos,published_plus_profiles,regression,0,0,litraj_edge_length,-0.005508281932029346
delta_pos,published_plus_profiles,regression,0,0,litraj_max_weighted_mean_oxidation,-0.013753645887334853
delta_pos,published_plus_profiles,regression,0,0,litraj_max_volume,-0.004506414407677184
delta_pos,published_plus_profiles,regression,0,0,litraj_min_mean_covalent_radius,-0.009061652978823664
delta_pos,published_plus_profiles,regression,0,0,dft_profile_volume_min,-0.026368644999303248
delta_pos,published_plus_profiles,regression,0,0,dft_profile_volume_max,-0.011072335318308868
delta_pos,published_plus_profiles,regression,0,0,dft_profile_volume_range,-0.023933245501108313
delta_pos,published_plus_profiles,regression,0,0,dft_profile_volume_s_min,0.0008799288797307625
delta_pos,published_plus_profiles,regression,0,0,dft_profile_volume_s_max,0.018655576383900252
delta_pos,published_plus_profiles,regression,0,0,dft_profile_volume_asymmetry,-0.010479045333390502
delta_pos,published_plus_profiles,regression,0,0,dft_profile_effective_cn_min,-0.005125340959607483
delta_pos,published_plus_profiles,regression,0,0,dft_profile_effective_cn_max,-0.0007392097940455145
delta_pos,published_plus_profiles,regression,0,0,dft_profile_effective_cn_range,-0.005440123946634179
delta_pos,published_plus_profiles,regression,0,0,dft_profile_effective_cn_s_min,0.00018701260992526336
delta_pos,published_plus_profiles,regression,0,0,dft_profile_effective_cn_s_max,-0.0032456506124500795
delta_pos,published_plus_profiles,regression,0,0,dft_profile_effective_cn_asymmetry,-0.005293910151814796
delta_pos,published_plus_profiles,regression,0,0,dft_profile_mean_rc_min,-0.017739280493866527
delta_pos,published_plus_profiles,regression,0,0,dft_profile_mean_rc_max,-0.012287333303754311
delta_pos,published_plus_profiles,regression,0,0,dft_profile_mean_rc_range,-0.002357712765829856
delta_pos,published_plus_profiles,regression,0,0,dft_profile_mean_rc_s_min,-0.0013960931131840049
delta_pos,published_plus_profiles,regression,0,0,dft_profile_mean_rc_s_max,0.000298794798395452
delta_pos,published_plus_profiles,regression,0,0,dft_profile_mean_rc_asymmetry,-0.006276329187092422
delta_pos,published_plus_profiles,regression,0,0,dft_profile_weighted_mean_oxi_min,-0.016739072791599252
delta_pos,published_plus_profiles,regression,0,0,dft_profile_weighted_mean_oxi_max,0.0045815585523989455
delta_pos,published_plus_profiles,regression,0,0,dft_profile_weighted_mean_oxi_range,0.06554291600107987
delta_pos,published_plus_profiles,regression,0,0,dft_profile_weighted_mean_oxi_s_min,-0.001382705378232485
delta_pos,published_plus_profiles,regression,0,0,dft_profile_weighted_mean_oxi_s_max,0.0012940341568095093
delta_pos,published_plus_profiles,regression,0,0,dft_profile_weighted_mean_oxi_asymmetry,-5.625635722372735e-06
delta_pos,published_plus_profiles,regression,0,1,litraj_min_volume,0.003913423764463797
delta_pos,published_plus_profiles,regression,0,1,litraj_edge_length,-0.0155481677672471
delta_pos,published_plus_profiles,regression,0,1,litraj_max_weighted_mean_oxidation,-0.07635743902840897
delta_pos,published_plus_profiles,regression,0,1,litraj_max_volume,-0.0045295065443524685
delta_pos,published_plus_profiles,regression,0,1,litraj_min_mean_covalent_radius,-0.0004298919490897113
delta_pos,published_plus_profiles,regression,0,1,dft_profile_volume_min,-0.009855886834888583
delta_pos,published_plus_profiles,regression,0,1,dft_profile_volume_max,0.0009967685720284614
delta_pos,published_plus_profiles,regression,0,1,dft_profile_volume_range,0.005286598546022647
delta_pos,published_plus_profiles,regression,0,1,dft_profile_volume_s_min,0.0010921383281721209
delta_pos,published_plus_profiles,regression,0,1,dft_profile_volume_s_max,0.0246996623948057
delta_pos,published_plus_profiles,regression,0,1,dft_profile_volume_asymmetry,-0.0013176705381385823
delta_pos,published_plus_profiles,regression,0,1,dft_profile_effective_cn_min,0.0012578819688657816
delta_pos,published_plus_profiles,regression,0,1,dft_profile_effective_cn_max,-0.008993238920314228
delta_pos,published_plus_profiles,regression,0,1,dft_profile_effective_cn_range,-0.005582848462835521
delta_pos,published_plus_profiles,regression,0,1,dft_profile_effective_cn_s_min,0.025010211512026093
delta_pos,published_plus_profiles,regression,0,1,dft_profile_effective_cn_s_max,-0.0026344100255695224
delta_pos,published_plus_profiles,regression,0,1,dft_profile_effective_cn_asymmetry,0.00029179387957589675
delta_pos,published_plus_profiles,regression,0,1,dft_profile_mean_rc_min,-0.008360607037955603
delta_pos,published_plus_profiles,regression,0,1,dft_profile_mean_rc_max,-0.003340140812046144
delta_pos,published_plus_profiles,regression,0,1,dft_profile_mean_rc_range,0.006344393158127959
delta_pos,published_plus_profiles,regression,0,1,dft_profile_mean_rc_s_min,0.0033256866915201133
delta_pos,published_plus_profiles,regression,0,1,dft_profile_mean_rc_s_max,-0.0032612746721814023
delta_pos,published_plus_profiles,regression,0,1,dft_profile_mean_rc_asymmetry,-0.001913949797652137
delta_pos,published_plus_profiles,regression,0,1,dft_profile_weighted_mean_oxi_min,-0.033408469322291134
delta_pos,published_plus_profiles,regression,0,1,dft_profile_weighted_mean_oxi_max,-0.009326752772865543
delta_pos,published_plus_profiles,regression,0,1,dft_profile_weighted_mean_oxi_range,0.07557140497883608
delta_pos,published_plus_profiles,regression,0,1,dft_profile_weighted_mean_oxi_s_min,-0.00018577754519988332
delta_pos,published_plus_profiles,regression,0,1,dft_profile_weighted_mean_oxi_s_max,0.01507850907756958
delta_pos,published_plus_profiles,regression,0,1,dft_profile_weighted_mean_oxi_asymmetry,-0.010954275106631828
delta_pos,published_plus_profiles,regression,0,2,litraj_min_volume,-0.16978205542789615
delta_pos,published_plus_profiles,regression,0,2,litraj_edge_length,-0.05913275395794915
delta_pos,published_plus_profiles,regression,0,2,litraj_max_weighted_mean_oxidation,0.005550146230286046
delta_pos,published_plus_profiles,regression,0,2,litraj_max_volume,0.0011674497242957216
delta_pos,published_plus_profiles,regression,0,2,litraj_min_mean_covalent_radius,-0.015835637275157577
delta_pos,published_plus_profiles,regression,0,2,dft_profile_volume_min,-0.012757996419948014
delta_pos,published_plus_profiles,regression,0,2,dft_profile_volume_max,-0.025264736726380965
delta_pos,published_plus_profiles,regression,0,2,dft_profile_volume_range,-0.04020502137992987
delta_pos,published_plus_profiles,regression,0,2,dft_profile_volume_s_min,0.00952996996713229
delta_pos,published_plus_profiles,regression,0,2,dft_profile_volume_s_max,-0.022476738810072172
delta_pos,published_plus_profiles,regression,0,2,dft_profile_volume_asymmetry,-0.027265563899494527
delta_pos,published_plus_profiles,regression,0,2,dft_profile_effective_cn_min,0.010544462971701973
delta_pos,published_plus_profiles,regression,0,2,dft_profile_effective_cn_max,0.003568961433029205
delta_pos,published_plus_profiles,regression,0,2,dft_profile_effective_cn_range,0.010134927387929427
delta_pos,published_plus_profiles,regression,0,2,dft_profile_effective_cn_s_min,0.015811094657116387
delta_pos,published_plus_profiles,regression,0,2,dft_profile_effective_cn_s_max,-0.002846864402156646
delta_pos,published_plus_profiles,regression,0,2,dft_profile_effective_cn_asymmetry,0.0009031303056585838
delta_pos,published_plus_profiles,regression,0,2,dft_profile_mean_rc_min,0.004940586654746726
delta_pos,published_plus_profiles,regression,0,2,dft_profile_mean_rc_max,0.003958788882153508
delta_pos,published_plus_profiles,regression,0,2,dft_profile_mean_rc_range,0.0003186090403055619
delta_pos,published_plus_profiles,regression,0,2,dft_profile_mean_rc_s_min,0.015183480345449807
delta_pos,published_plus_profiles,regression,0,2,dft_profile_mean_rc_s_max,0.003625556900189064
delta_pos,published_plus_profiles,regression,0,2,dft_profile_mean_rc_asymmetry,0.012516913779104577
delta_pos,published_plus_profiles,regression,0,2,dft_profile_weighted_mean_oxi_min,0.014681652251286925
delta_pos,published_plus_profiles,regression,0,2,dft_profile_weighted_mean_oxi_max,-0.014623481779094005
delta_pos,published_plus_profiles,regression,0,2,dft_profile_weighted_mean_oxi_range,-0.12361539361673346
delta_pos,published_plus_profiles,regression,0,2,dft_profile_weighted_mean_oxi_s_min,-0.0036156875743715844
delta_pos,published_plus_profiles,regression,0,2,dft_profile_weighted_mean_oxi_s_max,0.00834400783481426
delta_pos,published_plus_profiles,regression,0,2,dft_profile_weighted_mean_oxi_asymmetry,0.010130818668903752
delta_pos,published_plus_profiles,regression,0,3,litraj_min_volume,-0.1147879598273156
delta_pos,published_plus_profiles,regression,0,3,litraj_edge_length,-0.045689399610725046
delta_pos,published_plus_profiles,regression,0,3,litraj_max_weighted_mean_oxidation,0.020954389463658796
delta_pos,published_plus_profiles,regression,0,3,litraj_max_volume,-0.018195470995021612
delta_pos,published_plus_profiles,regression,0,3,litraj_min_mean_covalent_radius,-0.03570529745773188
delta_pos,published_plus_profiles,regression,0,3,dft_profile_volume_min,-0.0633034786871256
delta_pos,published_plus_profiles,regression,0,3,dft_profile_volume_max,-0.03780236571006412
delta_pos,published_plus_profiles,regression,0,3,dft_profile_volume_range,0.0263071729368638
delta_pos,published_plus_profiles,regression,0,3,dft_profile_volume_s_min,0.007629098166945125
delta_pos,published_plus_profiles,regression,0,3,dft_profile_volume_s_max,0.009077931703147746
delta_pos,published_plus_profiles,regression,0,3,dft_profile_volume_asymmetry,0.020441996145279306
delta_pos,published_plus_profiles,regression,0,3,dft_profile_effective_cn_min,0.0015240578651340986
delta_pos,published_plus_profiles,regression,0,3,dft_profile_effective_cn_max,0.0009104454603139356
delta_pos,published_plus_profiles,regression,0,3,dft_profile_effective_cn_range,-0.0014780682797681521
delta_pos,published_plus_profiles,regression,0,3,dft_profile_effective_cn_s_min,0.018209060348562733
delta_pos,published_plus_profiles,regression,0,3,dft_profile_effective_cn_s_max,0.0002965059956607785
delta_pos,published_plus_profiles,regression,0,3,dft_profile_effective_cn_asymmetry,-0.013988049173937478
delta_pos,published_plus_profiles,regression,0,3,dft_profile_mean_rc_min,0.012971059184108569
delta_pos,published_plus_profiles,regression,0,3,dft_profile_mean_rc_max,-0.01571943548645871
delta_pos,published_plus_profiles,regression,0,3,dft_profile_mean_rc_range,0.012888916735436462
delta_pos,published_plus_profiles,regression,0,3,dft_profile_mean_rc_s_min,0.029873988089408998
delta_pos,published_plus_profiles,regression,0,3,dft_profile_mean_rc_s_max,0.005210157220405298
delta_pos,published_plus_profiles,regression,0,3,dft_profile_mean_rc_asymmetry,0.02332937675079183
delta_pos,published_plus_profiles,regression,0,3,dft_profile_weighted_mean_oxi_min,-0.005174314077007969
delta_pos,published_plus_profiles,regression,0,3,dft_profile_weighted_mean_oxi_max,0.010055289709279824
delta_pos,published_plus_profiles,regression,0,3,dft_profile_weighted_mean_oxi_range,-0.1119742508263919
delta_pos,published_plus_profiles,regression,0,3,dft_profile_weighted_mean_oxi_s_min,0.005308340769042408
delta_pos,published_plus_profiles,regression,0,3,dft_profile_weighted_mean_oxi_s_max,0.006559306968252132
delta_pos,published_plus_profiles,regression,0,3,dft_profile_weighted_mean_oxi_asymmetry,0.008491907959175427
delta_pos,published_plus_profiles,regression,0,4,litraj_min_volume,0.13899326668373113
delta_pos,published_plus_profiles,regression,0,4,litraj_edge_length,-0.0023269565811273596
delta_pos,published_plus_profiles,regression,0,4,litraj_max_weighted_mean_oxidation,-0.013373982291391417
delta_pos,published_plus_profiles,regression,0,4,litraj_max_volume,-0.0003680669550699678
delta_pos,published_plus_profiles,regression,0,4,litraj_min_mean_covalent_radius,-0.020938670257228398
delta_pos,published_plus_profiles,regression,0,4,dft_profile_volume_min,-0.0002228730235963594
delta_pos,published_plus_profiles,regression,0,4,dft_profile_volume_max,-0.0032251793045737776
delta_pos,published_plus_profiles,regression,0,4,dft_profile_volume_range,0.0051101792444813166
delta_pos,published_plus_profiles,regression,0,4,dft_profile_volume_s_min,0.004318906443852133
delta_pos,published_plus_profiles,regression,0,4,dft_profile_volume_s_max,0.038284852685744664
delta_pos,published_plus_profiles,regression,0,4,dft_profile_volume_asymmetry,0.005124652368851845
delta_pos,published_plus_profiles,regression,0,4,dft_profile_effective_cn_min,-0.020749810827494386
delta_pos,published_plus_profiles,regression,0,4,dft_profile_effective_cn_max,-0.010384251102356079
delta_pos,published_plus_profiles,regression,0,4,dft_profile_effective_cn_range,0.00962040206512027
delta_pos,published_plus_profiles,regression,0,4,dft_profile_effective_cn_s_min,0.009253100914480727
delta_pos,published_plus_profiles,regression,0,4,dft_profile_effective_cn_s_max,-0.001435091359862417
delta_pos,published_plus_profiles,regression,0,4,dft_profile_effective_cn_asymmetry,0.006391771330487406
delta_pos,published_plus_profiles,regression,0,4,dft_profile_mean_rc_min,-0.02191906124666776
delta_pos,published_plus_profiles,regression,0,4,dft_profile_mean_rc_max,-0.015222784973639825
delta_pos,published_plus_profiles,regression,0,4,dft_profile_mean_rc_range,0.0027124585210571706
delta_pos,published_plus_profiles,regression,0,4,dft_profile_mean_rc_s_min,-0.009441110784583095
delta_pos,published_plus_profiles,regression,0,4,dft_profile_mean_rc_s_max,0.004704267886552871
delta_pos,published_plus_profiles,regression,0,4,dft_profile_mean_rc_asymmetry,0.00738318685630257
delta_pos,published_plus_profiles,regression,0,4,dft_profile_weighted_mean_oxi_min,-0.010992588165712136
delta_pos,published_plus_profiles,regression,0,4,dft_profile_weighted_mean_oxi_max,-0.0272668490451049
delta_pos,published_plus_profiles,regression,0,4,dft_profile_weighted_mean_oxi_range,0.021284075434035654
delta_pos,published_plus_profiles,regression,0,4,dft_profile_weighted_mean_oxi_s_min,0.0027286785580519224
delta_pos,published_plus_profiles,regression,0,4,dft_profile_weighted_mean_oxi_s_max,0.011479525439406113
delta_pos,published_plus_profiles,regression,0,4,dft_profile_weighted_mean_oxi_asymmetry,0.011177513859647825
delta_pos,published_plus_profiles,regression,1,0,litraj_min_volume,0.09433443914191786
delta_pos,published_plus_profiles,regression,1,0,litraj_edge_length,0.005308129616122814
delta_pos,published_plus_profiles,regression,1,0,litraj_max_weighted_mean_oxidation,-0.007661474062301998
delta_pos,published_plus_profiles,regression,1,0,litraj_max_volume,-0.008367244144661834
delta_pos,published_plus_profiles,regression,1,0,litraj_min_mean_covalent_radius,-0.001880275607499371
delta_pos,published_plus_profiles,regression,1,0,dft_profile_volume_min,0.013660115325511146
delta_pos,published_plus_profiles,regression,1,0,dft_profile_volume_max,-0.0563529042553963
delta_pos,published_plus_profiles,regression,1,0,dft_profile_volume_range,-0.009650414475691482
delta_pos,published_plus_profiles,regression,1,0,dft_profile_volume_s_min,0.005803622159485933
delta_pos,published_plus_profiles,regression,1,0,dft_profile_volume_s_max,-0.0398021464208127
delta_pos,published_plus_profiles,regression,1,0,dft_profile_volume_asymmetry,0.006172597627237542
delta_pos,published_plus_profiles,regression,1,0,dft_profile_effective_cn_min,-0.0024510320821149456
delta_pos,published_plus_profiles,regression,1,0,dft_profile_effective_cn_max,-0.02038682508235179
delta_pos,published_plus_profiles,regression,1,0,dft_profile_effective_cn_range,0.03367130533156537
delta_pos,published_plus_profiles,regression,1,0,dft_profile_effective_cn_s_min,-0.0023127349683746967
delta_pos,published_plus_profiles,regression,1,0,dft_profile_effective_cn_s_max,0.0036707800299371485
delta_pos,published_plus_profiles,regression,1,0,dft_profile_effective_cn_asymmetry,0.0009050802570267358
delta_pos,published_plus_profiles,regression,1,0,dft_profile_mean_rc_min,-0.0007766123663492941
delta_pos,published_plus_profiles,regression,1,0,dft_profile_mean_rc_max,-0.016009271690133886
delta_pos,published_plus_profiles,regression,1,0,dft_profile_mean_rc_range,-0.014606956282924966
delta_pos,published_plus_profiles,regression,1,0,dft_profile_mean_rc_s_min,0.0038762994769963033
delta_pos,published_plus_profiles,regression,1,0,dft_profile_mean_rc_s_max,0.0007889261095614941
delta_pos,published_plus_profiles,regression,1,0,dft_profile_mean_rc_asymmetry,0.007047506865236919
delta_pos,published_plus_profiles,regression,1,0,dft_profile_weighted_mean_oxi_min,0.0034494468689318936
delta_pos,published_plus_profiles,regression,1,0,dft_profile_weighted_mean_oxi_max,-0.02101774380129351
delta_pos,published_plus_profiles,regression,1,0,dft_profile_weighted_mean_oxi_range,-0.04252664256618832
delta_pos,published_plus_profiles,regression,1,0,dft_profile_weighted_mean_oxi_s_min,0.0017332550256674573
delta_pos,published_plus_profiles,regression,1,0,dft_profile_weighted_mean_oxi_s_max,-0.016532542835369757
delta_pos,published_plus_profiles,regression,1,0,dft_profile_weighted_mean_oxi_asymmetry,-0.012453457520127609
delta_pos,published_plus_profiles,regression,1,1,litraj_min_volume,-0.005345987366991878
delta_pos,published_plus_profiles,regression,1,1,litraj_edge_length,-0.005324828835071571
delta_pos,published_plus_profiles,regression,1,1,litraj_max_weighted_mean_oxidation,-0.006418558155282472
delta_pos,published_plus_profiles,regression,1,1,litraj_max_volume,-0.013069769293282518
delta_pos,published_plus_profiles,regression,1,1,litraj_min_mean_covalent_radius,-0.00691631270850257
delta_pos,published_plus_profiles,regression,1,1,dft_profile_volume_min,-0.0038046805849212273
delta_pos,published_plus_profiles,regression,1,1,dft_profile_volume_max,-0.005523132769647443
delta_pos,published_plus_profiles,regression,1,1,dft_profile_volume_range,0.0022245927426383094
delta_pos,published_plus_profiles,regression,1,1,dft_profile_volume_s_min,-0.0041608156344852265
delta_pos,published_plus_profiles,regression,1,1,dft_profile_volume_s_max,0.0011772589579968074
delta_pos,published_plus_profiles,regression,1,1,dft_profile_volume_asymmetry,0.0062573095279290225
delta_pos,published_plus_profiles,regression,1,1,dft_profile_effective_cn_min,-0.00045697590716442527
delta_pos,published_plus_profiles,regression,1,1,dft_profile_effective_cn_max,-0.00519123901329821
delta_pos,published_plus_profiles,regression,1,1,dft_profile_effective_cn_range,-0.049443830558187685
delta_pos,published_plus_profiles,regression,1,1,dft_profile_effective_cn_s_min,0.05511531591475838
delta_pos,published_plus_profiles,regression,1,1,dft_profile_effective_cn_s_max,-0.001521902964914279
delta_pos,published_plus_profiles,regression,1,1,dft_profile_effective_cn_asymmetry,-0.00011866162245066647
delta_pos,published_plus_profiles,regression,1,1,dft_profile_mean_rc_min,6.45212275538487e-05
delta_pos,published_plus_profiles,regression,1,1,dft_profile_mean_rc_max,-0.0005250327318890857
delta_pos,published_plus_profiles,regression,1,1,dft_profile_mean_rc_range,-0.003231496346208118
delta_pos,published_plus_profiles,regression,1,1,dft_profile_mean_rc_s_min,0.002159070716942546
delta_pos,published_plus_profiles,regression,1,1,dft_profile_mean_rc_s_max,0.0036920973918197486
delta_pos,published_plus_profiles,regression,1,1,dft_profile_mean_rc_asymmetry,0.00976555614051211
delta_pos,published_plus_profiles,regression,1,1,dft_profile_weighted_mean_oxi_min,-0.002607221450811714
delta_pos,published_plus_profiles,regression,1,1,dft_profile_weighted_mean_oxi_max,-0.009477650810712834
delta_pos,published_plus_profiles,regression,1,1,dft_profile_weighted_mean_oxi_range,0.08723433709594808
delta_pos,published_plus_profiles,regression,1,1,dft_profile_weighted_mean_oxi_s_min,0.0007592985048092693
delta_pos,published_plus_profiles,regression,1,1,dft_profile_weighted_mean_oxi_s_max,-0.001614595018040177
delta_pos,published_plus_profiles,regression,1,1,dft_profile_weighted_mean_oxi_asymmetry,0.00630526900872086
delta_pos,published_plus_profiles,regression,1,2,litraj_min_volume,0.033038290210153254
delta_pos,published_plus_profiles,regression,1,2,litraj_edge_length,0.017804057336247125
delta_pos,published_plus_profiles,regression,1,2,litraj_max_weighted_mean_oxidation,0.0046016085266817885
delta_pos,published_plus_profiles,regression,1,2,litraj_max_volume,-0.01175064376436541
delta_pos,published_plus_profiles,regression,1,2,litraj_min_mean_covalent_radius,0.0028567414781321965
delta_pos,published_plus_profiles,regression,1,2,dft_profile_volume_min,-0.01630800309040692
delta_pos,published_plus_profiles,regression,1,2,dft_profile_volume_max,-0.012044799777320425
delta_pos,published_plus_profiles,regression,1,2,dft_profile_volume_range,-0.01700970524053136
delta_pos,published_plus_profiles,regression,1,2,dft_profile_volume_s_min,-0.0006368492989556884
delta_pos,published_plus_profiles,regression,1,2,dft_profile_volume_s_max,0.028446551256589236
delta_pos,published_plus_profiles,regression,1,2,dft_profile_volume_asymmetry,-0.011660447412918717
delta_pos,published_plus_profiles,regression,1,2,dft_profile_effective_cn_min,-0.001325359296667994
delta_pos,published_plus_profiles,regression,1,2,dft_profile_effective_cn_max,-0.00033664807297439925
delta_pos,published_plus_profiles,regression,1,2,dft_profile_effective_cn_range,0.0008343823158105668
delta_pos,published_plus_profiles,regression,1,2,dft_profile_effective_cn_s_min,0.004295139639736267
delta_pos,published_plus_profiles,regression,1,2,dft_profile_effective_cn_s_max,0.0009764799955906955
delta_pos,published_plus_profiles,regression,1,2,dft_profile_effective_cn_asymmetry,0.0026013803417705983
delta_pos,published_plus_profiles,regression,1,2,dft_profile_mean_rc_min,-0.0012958546160215523
delta_pos,published_plus_profiles,regression,1,2,dft_profile_mean_rc_max,-0.004631747811104758
delta_pos,published_plus_profiles,regression,1,2,dft_profile_mean_rc_range,-0.0022492767591407725
delta_pos,published_plus_profiles,regression,1,2,dft_profile_mean_rc_s_min,-0.013435228078551131
delta_pos,published_plus_profiles,regression,1,2,dft_profile_mean_rc_s_max,-0.0023392332968977803
delta_pos,published_plus_profiles,regression,1,2,dft_profile_mean_rc_asymmetry,0.008758365137055635
delta_pos,published_plus_profiles,regression,1,2,dft_profile_weighted_mean_oxi_min,0.007936809938494327
delta_pos,published_plus_profiles,regression,1,2,dft_profile_weighted_mean_oxi_max,-0.003861084229222156
delta_pos,published_plus_profiles,regression,1,2,dft_profile_weighted_mean_oxi_range,0.12172918807685063
delta_pos,published_plus_profiles,regression,1,2,dft_profile_weighted_mean_oxi_s_min,-0.0016349990144077786
delta_pos,published_plus_profiles,regression,1,2,dft_profile_weighted_mean_oxi_s_max,-0.0332687012290368
delta_pos,published_plus_profiles,regression,1,2,dft_profile_weighted_mean_oxi_asymmetry,0.012768915843079376
delta_pos,published_plus_profiles,regression,1,3,litraj_min_volume,-0.11635816282441858
delta_pos,published_plus_profiles,regression,1,3,litraj_edge_length,-0.05723647594971304
delta_pos,published_plus_profiles,regression,1,3,litraj_max_weighted_mean_oxidation,-0.016719324241806444
delta_pos,published_plus_profiles,regression,1,3,litraj_max_volume,-0.018864779261636322
delta_pos,published_plus_profiles,regression,1,3,litraj_min_mean_covalent_radius,-0.018047422145803127
delta_pos,published_plus_profiles,regression,1,3,dft_profile_volume_min,-0.0082979267460348
delta_pos,published_plus_profiles,regression,1,3,dft_profile_volume_max,-0.022021400202712815
delta_pos,published_plus_profiles,regression,1,3,dft_profile_volume_range,0.003245424256938634
delta_pos,published_plus_profiles,regression,1,3,dft_profile_volume_s_min,-0.01186374791202871
delta_pos,published_plus_profiles,regression,1,3,dft_profile_volume_s_max,-0.053987663796402074
delta_pos,published_plus_profiles,regression,1,3,dft_profile_volume_asymmetry,-0.010883148997336
delta_pos,published_plus_profiles,regression,1,3,dft_profile_effective_cn_min,-0.013855160653130083
delta_pos,published_plus_profiles,regression,1,3,dft_profile_effective_cn_max,-0.011898822363244577
delta_pos,published_plus_profiles,regression,1,3,dft_profile_effective_cn_range,-0.012317559160471614
delta_pos,published_plus_profiles,regression,1,3,dft_profile_effective_cn_s_min,0.06673857666847804
delta_pos,published_plus_profiles,regression,1,3,dft_profile_effective_cn_s_max,-0.003718324471540191
delta_pos,published_plus_profiles,regression,1,3,dft_profile_effective_cn_asymmetry,-5.690916168776816e-05
delta_pos,published_plus_profiles,regression,1,3,dft_profile_mean_rc_min,-0.012197894110525853
delta_pos,published_plus_profiles,regression,1,3,dft_profile_mean_rc_max,-0.02473062469392273
delta_pos,published_plus_profiles,regression,1,3,dft_profile_mean_rc_range,0.029959062785207324
delta_pos,published_plus_profiles,regression,1,3,dft_profile_mean_rc_s_min,-0.03941958152078029
delta_pos,published_plus_profiles,regression,1,3,dft_profile_mean_rc_s_max,-0.01884491113472353
delta_pos,published_plus_profiles,regression,1,3,dft_profile_mean_rc_asymmetry,0.000470934769362108
delta_pos,published_plus_profiles,regression,1,3,dft_profile_weighted_mean_oxi_min,-0.05678665707394992
delta_pos,published_plus_profiles,regression,1,3,dft_profile_weighted_mean_oxi_max,0.03866191207697711
delta_pos,published_plus_profiles,regression,1,3,dft_profile_weighted_mean_oxi_range,-0.08608940835302503
delta_pos,published_plus_profiles,regression,1,3,dft_profile_weighted_mean_oxi_s_min,0.006001832269622032
delta_pos,published_plus_profiles,regression,1,3,dft_profile_weighted_mean_oxi_s_max,-0.0049687587789195575
delta_pos,published_plus_profiles,regression,1,3,dft_profile_weighted_mean_oxi_asymmetry,-0.023015452597084707
delta_pos,published_plus_profiles,regression,1,4,litraj_min_volume,0.044360625037055845
delta_pos,published_plus_profiles,regression,1,4,litraj_edge_length,-0.046507300842664634
delta_pos,published_plus_profiles,regression,1,4,litraj_max_weighted_mean_oxidation,0.023572790275589117
delta_pos,published_plus_profiles,regression,1,4,litraj_max_volume,-0.003863304973062087
delta_pos,published_plus_profiles,regression,1,4,litraj_min_mean_covalent_radius,0.004745101620119652
delta_pos,published_plus_profiles,regression,1,4,dft_profile_volume_min,-0.011761711141921705
delta_pos,published_plus_profiles,regression,1,4,dft_profile_volume_max,0.02171190163426595
delta_pos,published_plus_profiles,regression,1,4,dft_profile_volume_range,0.004297424920937987
delta_pos,published_plus_profiles,regression,1,4,dft_profile_volume_s_min,-0.0017165709987045918
delta_pos,published_plus_profiles,regression,1,4,dft_profile_volume_s_max,-0.01616627923321623
delta_pos,published_plus_profiles,regression,1,4,dft_profile_volume_asymmetry,0.011102888832149826
delta_pos,published_plus_profiles,regression,1,4,dft_profile_effective_cn_min,-0.00915706179841469
delta_pos,published_plus_profiles,regression,1,4,dft_profile_effective_cn_max,0.0071537648301081
delta_pos,published_plus_profiles,regression,1,4,dft_profile_effective_cn_range,0.0004767577319688687
delta_pos,published_plus_profiles,regression,1,4,dft_profile_effective_cn_s_min,0.01914342705777128
delta_pos,published_plus_profiles,regression,1,4,dft_profile_effective_cn_s_max,-0.0051560903351624
delta_pos,published_plus_profiles,regression,1,4,dft_profile_effective_cn_asymmetry,-0.003269802127802146
delta_pos,published_plus_profiles,regression,1,4,dft_profile_mean_rc_min,-0.0013663161908883392
delta_pos,published_plus_profiles,regression,1,4,dft_profile_mean_rc_max,-0.004003634868637418
delta_pos,published_plus_profiles,regression,1,4,dft_profile_mean_rc_range,-0.0034298744256742175
delta_pos,published_plus_profiles,regression,1,4,dft_profile_mean_rc_s_min,0.001157064408268127
delta_pos,published_plus_profiles,regression,1,4,dft_profile_mean_rc_s_max,-0.0035447708707345704
delta_pos,published_plus_profiles,regression,1,4,dft_profile_mean_rc_asymmetry,0.009214808551189169
delta_pos,published_plus_profiles,regression,1,4,dft_profile_weighted_mean_oxi_min,-0.05636035677663309
delta_pos,published_plus_profiles,regression,1,4,dft_profile_weighted_mean_oxi_max,-0.008134438012065814
