outcome,feature_set,task,repeat,fold,feature,score_drop
delta_pos,published_plus_profiles,classification,1,4,dft_profile_effective_cn_max,0.0
delta_pos,published_plus_profiles,classification,1,4,dft_profile_effective_cn_range,0.010526315789473661
delta_pos,published_plus_profiles,classification,1,4,dft_profile_effective_cn_s_min,0.023684210526315752
delta_pos,published_plus_profiles,classification,1,4,dft_profile_effective_cn_s_max,0.02894736842105261
delta_pos,published_plus_profiles,classification,1,4,dft_profile_effective_cn_asymmetry,0.015789473684210464
delta_pos,published_plus_profiles,classification,1,4,dft_profile_mean_rc_min,0.007894736842105232
delta_pos,published_plus_profiles,classification,1,4,dft_profile_mean_rc_max,0.0
delta_pos,published_plus_profiles,classification,1,4,dft_profile_mean_rc_range,0.0052631578947368585
delta_pos,published_plus_profiles,classification,1,4,dft_profile_mean_rc_s_min,-0.007894736842105288
delta_pos,published_plus_profiles,classification,1,4,dft_profile_mean_rc_s_max,-0.010526315789473717
delta_pos,published_plus_profiles,classification,1,4,dft_profile_mean_rc_asymmetry,0.021052631578947323
delta_pos,published_plus_profiles,classification,1,4,dft_profile_weighted_mean_oxi_min,-0.047368421052631615
delta_pos,published_plus_profiles,classification,1,4,dft_profile_weighted_mean_oxi_max,-0.03421052631578947
delta_pos,published_plus_profiles,classification,1,4,dft_profile_weighted_mean_oxi_range,-0.010526315789473717
delta_pos,published_plus_profiles,classification,1,4,dft_profile_weighted_mean_oxi_s_min,-5.551115123125783e-17
delta_pos,published_plus_profiles,classification,1,4,dft_profile_weighted_mean_oxi_s_max,0.021052631578947323
delta_pos,published_plus_profiles,classification,1,4,dft_profile_weighted_mean_oxi_asymmetry,0.02631578947368418
delta_pos,published_plus_profiles,classification,2,0,litraj_min_volume,0.011385199240986799
delta_pos,published_plus_profiles,classification,2,0,litraj_edge_length,0.015180265654648917
delta_pos,published_plus_profiles,classification,2,0,litraj_max_weighted_mean_oxidation,0.034155597722960174
delta_pos,published_plus_profiles,classification,2,0,litraj_max_volume,0.005692599620493399
delta_pos,published_plus_profiles,classification,2,0,litraj_min_mean_covalent_radius,0.005692599620493399
delta_pos,published_plus_profiles,classification,2,0,dft_profile_volume_min,-0.003795066413662118
delta_pos,published_plus_profiles,classification,2,0,dft_profile_volume_max,0.036053130929791344
delta_pos,published_plus_profiles,classification,2,0,dft_profile_volume_range,0.022770398481973486
delta_pos,published_plus_profiles,classification,2,0,dft_profile_volume_s_min,0.020872865275142316
delta_pos,published_plus_profiles,classification,2,0,dft_profile_volume_s_max,0.05123339658444026
delta_pos,published_plus_profiles,classification,2,0,dft_profile_volume_asymmetry,-0.03605313092979123
delta_pos,published_plus_profiles,classification,2,0,dft_profile_effective_cn_min,0.032258064516129115
delta_pos,published_plus_profiles,classification,2,0,dft_profile_effective_cn_max,-0.034155597722960174
delta_pos,published_plus_profiles,classification,2,0,dft_profile_effective_cn_range,-0.022770398481973486
delta_pos,published_plus_profiles,classification,2,0,dft_profile_effective_cn_s_min,-0.015180265654648917
delta_pos,published_plus_profiles,classification,2,0,dft_profile_effective_cn_s_max,-0.011385199240986799
delta_pos,published_plus_profiles,classification,2,0,dft_profile_effective_cn_asymmetry,-0.00189753320683117
delta_pos,published_plus_profiles,classification,2,0,dft_profile_mean_rc_min,-0.009487666034155628
delta_pos,published_plus_profiles,classification,2,0,dft_profile_mean_rc_max,0.009487666034155628
delta_pos,published_plus_profiles,classification,2,0,dft_profile_mean_rc_range,0.07779886148007598
delta_pos,published_plus_profiles,classification,2,0,dft_profile_mean_rc_s_min,0.03984819734345346
delta_pos,published_plus_profiles,classification,2,0,dft_profile_mean_rc_s_max,-0.015180265654648917
delta_pos,published_plus_profiles,classification,2,0,dft_profile_mean_rc_asymmetry,0.03984819734345346
delta_pos,published_plus_profiles,classification,2,0,dft_profile_weighted_mean_oxi_min,0.00189753320683117
delta_pos,published_plus_profiles,classification,2,0,dft_profile_weighted_mean_oxi_max,0.034155597722960174
delta_pos,published_plus_profiles,classification,2,0,dft_profile_weighted_mean_oxi_range,-0.017077798861480087
delta_pos,published_plus_profiles,classification,2,0,dft_profile_weighted_mean_oxi_s_min,0.003795066413662229
delta_pos,published_plus_profiles,classification,2,0,dft_profile_weighted_mean_oxi_s_max,0.005692599620493399
delta_pos,published_plus_profiles,classification,2,0,dft_profile_weighted_mean_oxi_asymmetry,0.020872865275142427
delta_pos,published_plus_profiles,classification,2,1,litraj_min_volume,-0.046296296296296335
delta_pos,published_plus_profiles,classification,2,1,litraj_edge_length,-0.006944444444444475
delta_pos,published_plus_profiles,classification,2,1,litraj_max_weighted_mean_oxidation,-0.030092592592592615
delta_pos,published_plus_profiles,classification,2,1,litraj_max_volume,0.009259259259259245
delta_pos,published_plus_profiles,classification,2,1,litraj_min_mean_covalent_radius,-0.02083333333333337
delta_pos,published_plus_profiles,classification,2,1,dft_profile_volume_min,-0.023148148148148195
delta_pos,published_plus_profiles,classification,2,1,dft_profile_volume_max,0.027777777777777735
delta_pos,published_plus_profiles,classification,2,1,dft_profile_volume_range,0.011574074074074014
delta_pos,published_plus_profiles,classification,2,1,dft_profile_volume_s_min,-0.00462962962962965
delta_pos,published_plus_profiles,classification,2,1,dft_profile_volume_s_max,-0.009259259259259356
delta_pos,published_plus_profiles,classification,2,1,dft_profile_volume_asymmetry,-0.030092592592592615
delta_pos,published_plus_profiles,classification,2,1,dft_profile_effective_cn_min,-0.011574074074074125
delta_pos,published_plus_profiles,classification,2,1,dft_profile_effective_cn_max,-0.006944444444444475
delta_pos,published_plus_profiles,classification,2,1,dft_profile_effective_cn_range,0.0023148148148147696
delta_pos,published_plus_profiles,classification,2,1,dft_profile_effective_cn_s_min,-0.002314814814814825
delta_pos,published_plus_profiles,classification,2,1,dft_profile_effective_cn_s_max,-0.01620370370370372
delta_pos,published_plus_profiles,classification,2,1,dft_profile_effective_cn_asymmetry,-0.03240740740740744
delta_pos,published_plus_profiles,classification,2,1,dft_profile_mean_rc_min,-5.551115123125783e-17
delta_pos,published_plus_profiles,classification,2,1,dft_profile_mean_rc_max,0.004629629629629539
delta_pos,published_plus_profiles,classification,2,1,dft_profile_mean_rc_range,0.018518518518518545
delta_pos,published_plus_profiles,classification,2,1,dft_profile_mean_rc_s_min,0.03472222222222221
delta_pos,published_plus_profiles,classification,2,1,dft_profile_mean_rc_s_max,0.006944444444444364
delta_pos,published_plus_profiles,classification,2,1,dft_profile_mean_rc_asymmetry,0.00694444444444442
delta_pos,published_plus_profiles,classification,2,1,dft_profile_weighted_mean_oxi_min,-0.02546296296296302
delta_pos,published_plus_profiles,classification,2,1,dft_profile_weighted_mean_oxi_max,-0.01388888888888895
delta_pos,published_plus_profiles,classification,2,1,dft_profile_weighted_mean_oxi_range,-0.02314814814814814
delta_pos,published_plus_profiles,classification,2,1,dft_profile_weighted_mean_oxi_s_min,-0.0092592592592593
delta_pos,published_plus_profiles,classification,2,1,dft_profile_weighted_mean_oxi_s_max,0.020833333333333315
delta_pos,published_plus_profiles,classification,2,1,dft_profile_weighted_mean_oxi_asymmetry,-0.01157407407407407
delta_pos,published_plus_profiles,classification,2,2,litraj_min_volume,0.025210084033613467
delta_pos,published_plus_profiles,classification,2,2,litraj_edge_length,-0.0063025210084033945
delta_pos,published_plus_profiles,classification,2,2,litraj_max_weighted_mean_oxidation,-0.054621848739495826
delta_pos,published_plus_profiles,classification,2,2,litraj_max_volume,0.010504201680672232
delta_pos,published_plus_profiles,classification,2,2,litraj_min_mean_covalent_radius,0.02941176470588236
delta_pos,published_plus_profiles,classification,2,2,dft_profile_volume_min,-0.004201680672268893
delta_pos,published_plus_profiles,classification,2,2,dft_profile_volume_max,0.02941176470588236
delta_pos,published_plus_profiles,classification,2,2,dft_profile_volume_range,0.012605042016806678
delta_pos,published_plus_profiles,classification,2,2,dft_profile_volume_s_min,0.012605042016806678
delta_pos,published_plus_profiles,classification,2,2,dft_profile_volume_s_max,0.03991596638655459
delta_pos,published_plus_profiles,classification,2,2,dft_profile_volume_asymmetry,0.018907563025210072
delta_pos,published_plus_profiles,classification,2,2,dft_profile_effective_cn_min,0.0
delta_pos,published_plus_profiles,classification,2,2,dft_profile_effective_cn_max,0.01680672268907557
delta_pos,published_plus_profiles,classification,2,2,dft_profile_effective_cn_range,-0.012605042016806789
delta_pos,published_plus_profiles,classification,2,2,dft_profile_effective_cn_s_min,0.037815126050420145
delta_pos,published_plus_profiles,classification,2,2,dft_profile_effective_cn_s_max,-0.00840336134453784
delta_pos,published_plus_profiles,classification,2,2,dft_profile_effective_cn_asymmetry,-0.0357142857142857
delta_pos,published_plus_profiles,classification,2,2,dft_profile_mean_rc_min,0.010504201680672232
delta_pos,published_plus_profiles,classification,2,2,dft_profile_mean_rc_max,0.008403361344537785
delta_pos,published_plus_profiles,classification,2,2,dft_profile_mean_rc_range,0.014705882352941124
delta_pos,published_plus_profiles,classification,2,2,dft_profile_mean_rc_s_min,0.010504201680672232
delta_pos,published_plus_profiles,classification,2,2,dft_profile_mean_rc_s_max,-0.018907563025210128
delta_pos,published_plus_profiles,classification,2,2,dft_profile_mean_rc_asymmetry,-0.012605042016806789
delta_pos,published_plus_profiles,classification,2,2,dft_profile_weighted_mean_oxi_min,0.0021008403361344463
delta_pos,published_plus_profiles,classification,2,2,dft_profile_weighted_mean_oxi_max,0.010504201680672232
delta_pos,published_plus_profiles,classification,2,2,dft_profile_weighted_mean_oxi_range,-0.018907563025210128
delta_pos,published_plus_profiles,classification,2,2,dft_profile_weighted_mean_oxi_s_min,0.012605042016806733
delta_pos,published_plus_profiles,classification,2,2,dft_profile_weighted_mean_oxi_s_max,-0.008403361344537896
delta_pos,published_plus_profiles,classification,2,2,dft_profile_weighted_mean_oxi_asymmetry,0.01470588235294118
delta_pos,published_plus_profiles,classification,2,3,litraj_min_volume,0.01704545454545464
delta_pos,published_plus_profiles,classification,2,3,litraj_edge_length,-0.031249999999999944
delta_pos,published_plus_profiles,classification,2,3,litraj_max_weighted_mean_oxidation,-0.04545454545454536
delta_pos,published_plus_profiles,classification,2,3,litraj_max_volume,-0.04545454545454536
delta_pos,published_plus_profiles,classification,2,3,litraj_min_mean_covalent_radius,-0.065340909090909
delta_pos,published_plus_profiles,classification,2,3,dft_profile_volume_min,-0.008522727272727237
delta_pos,published_plus_profiles,classification,2,3,dft_profile_volume_max,0.022727272727272763
delta_pos,published_plus_profiles,classification,2,3,dft_profile_volume_range,-0.01704545454545453
delta_pos,published_plus_profiles,classification,2,3,dft_profile_volume_s_min,-0.01988636363636359
delta_pos,published_plus_profiles,classification,2,3,dft_profile_volume_s_max,0.028409090909090995
delta_pos,published_plus_profiles,classification,2,3,dft_profile_volume_asymmetry,-0.01988636363636359
delta_pos,published_plus_profiles,classification,2,3,dft_profile_effective_cn_min,0.002840909090909116
delta_pos,published_plus_profiles,classification,2,3,dft_profile_effective_cn_max,-0.002840909090909005
delta_pos,published_plus_profiles,classification,2,3,dft_profile_effective_cn_range,-0.04829545454545453
delta_pos,published_plus_profiles,classification,2,3,dft_profile_effective_cn_s_min,0.008522727272727348
delta_pos,published_plus_profiles,classification,2,3,dft_profile_effective_cn_s_max,5.551115123125783e-17
delta_pos,published_plus_profiles,classification,2,3,dft_profile_effective_cn_asymmetry,-0.0426136363636363
delta_pos,published_plus_profiles,classification,2,3,dft_profile_mean_rc_min,0.008522727272727348
delta_pos,published_plus_profiles,classification,2,3,dft_profile_mean_rc_max,0.008522727272727348
delta_pos,published_plus_profiles,classification,2,3,dft_profile_mean_rc_range,5.551115123125783e-17
delta_pos,published_plus_profiles,classification,2,3,dft_profile_mean_rc_s_min,-0.005681818181818121
delta_pos,published_plus_profiles,classification,2,3,dft_profile_mean_rc_s_max,-0.005681818181818121
delta_pos,published_plus_profiles,classification,2,3,dft_profile_mean_rc_asymmetry,-0.028409090909090773
delta_pos,published_plus_profiles,classification,2,3,dft_profile_weighted_mean_oxi_min,0.002840909090909116
delta_pos,published_plus_profiles,classification,2,3,dft_profile_weighted_mean_oxi_max,-0.011363636363636298
delta_pos,published_plus_profiles,classification,2,3,dft_profile_weighted_mean_oxi_range,-0.0028409090909090606
delta_pos,published_plus_profiles,classification,2,3,dft_profile_weighted_mean_oxi_s_min,-0.005681818181818177
delta_pos,published_plus_profiles,classification,2,3,dft_profile_weighted_mean_oxi_s_max,0.031250000000000056
delta_pos,published_plus_profiles,classification,2,3,dft_profile_weighted_mean_oxi_asymmetry,-0.04545454545454536
delta_pos,published_plus_profiles,classification,2,4,litraj_min_volume,0.009057971014492738
delta_pos,published_plus_profiles,classification,2,4,litraj_edge_length,-0.007246376811594124
delta_pos,published_plus_profiles,classification,2,4,litraj_max_weighted_mean_oxidation,0.007246376811594235
delta_pos,published_plus_profiles,classification,2,4,litraj_max_volume,-0.0036231884057971175
delta_pos,published_plus_profiles,classification,2,4,litraj_min_mean_covalent_radius,-0.02898550724637683
delta_pos,published_plus_profiles,classification,2,4,dft_profile_volume_min,-0.0126811594202898
delta_pos,published_plus_profiles,classification,2,4,dft_profile_volume_max,-0.0018115942028985588
delta_pos,published_plus_profiles,classification,2,4,dft_profile_volume_range,0.0
delta_pos,published_plus_profiles,classification,2,4,dft_profile_volume_s_min,-0.0036231884057970065
delta_pos,published_plus_profiles,classification,2,4,dft_profile_volume_s_max,-0.0036231884057971175
delta_pos,published_plus_profiles,classification,2,4,dft_profile_volume_asymmetry,-0.01449275362318847
delta_pos,published_plus_profiles,classification,2,4,dft_profile_effective_cn_min,-0.007246376811594124
delta_pos,published_plus_profiles,classification,2,4,dft_profile_effective_cn_max,-0.007246376811594235
delta_pos,published_plus_profiles,classification,2,4,dft_profile_effective_cn_range,0.023550724637681153
delta_pos,published_plus_profiles,classification,2,4,dft_profile_effective_cn_s_min,-0.007246376811594235
delta_pos,published_plus_profiles,classification,2,4,dft_profile_effective_cn_s_max,0.01992753623188398
delta_pos,published_plus_profiles,classification,2,4,dft_profile_effective_cn_asymmetry,0.009057971014492794
delta_pos,published_plus_profiles,classification,2,4,dft_profile_mean_rc_min,0.007246376811594235
delta_pos,published_plus_profiles,classification,2,4,dft_profile_mean_rc_max,-0.01449275362318836
delta_pos,published_plus_profiles,classification,2,4,dft_profile_mean_rc_range,-0.01449275362318847
delta_pos,published_plus_profiles,classification,2,4,dft_profile_mean_rc_s_min,0.02717391304347827
delta_pos,published_plus_profiles,classification,2,4,dft_profile_mean_rc_s_max,-0.007246376811594235
delta_pos,published_plus_profiles,classification,2,4,dft_profile_mean_rc_asymmetry,0.02717391304347827
delta_pos,published_plus_profiles,classification,2,4,dft_profile_weighted_mean_oxi_min,-0.025362318840579712
delta_pos,published_plus_profiles,classification,2,4,dft_profile_weighted_mean_oxi_max,-0.0018115942028985588
delta_pos,published_plus_profiles,classification,2,4,dft_profile_weighted_mean_oxi_range,-0.030797101449275388
delta_pos,published_plus_profiles,classification,2,4,dft_profile_weighted_mean_oxi_s_min,0.01449275362318847
delta_pos,published_plus_profiles,classification,2,4,dft_profile_weighted_mean_oxi_s_max,0.0036231884057971175
delta_pos,published_plus_profiles,classification,2,4,dft_profile_weighted_mean_oxi_asymmetry,-0.01449275362318836
delta_pos,published_plus_profiles,classification,3,0,litraj_min_volume,-0.07894736842105265
delta_pos,published_plus_profiles,classification,3,0,litraj_edge_length,-0.01973684210526322
delta_pos,published_plus_profiles,classification,3,0,litraj_max_weighted_mean_oxidation,0.02960526315789469
delta_pos,published_plus_profiles,classification,3,0,litraj_max_volume,-0.011513157894736892
delta_pos,published_plus_profiles,classification,3,0,litraj_min_mean_covalent_radius,-0.016447368421052655
delta_pos,published_plus_profiles,classification,3,0,dft_profile_volume_min,-0.008223684210526327
delta_pos,published_plus_profiles,classification,3,0,dft_profile_volume_max,0.018092105263157854
delta_pos,published_plus_profiles,classification,3,0,dft_profile_volume_range,0.003289473684210509
delta_pos,published_plus_profiles,classification,3,0,dft_profile_volume_s_min,0.006578947368421018
delta_pos,published_plus_profiles,classification,3,0,dft_profile_volume_s_max,-0.006578947368421073
delta_pos,published_plus_profiles,classification,3,0,dft_profile_volume_asymmetry,0.01151315789473678
delta_pos,published_plus_profiles,classification,3,0,dft_profile_effective_cn_min,0.019736842105263164
delta_pos,published_plus_profiles,classification,3,0,dft_profile_effective_cn_max,0.004934210526315763
delta_pos,published_plus_profiles,classification,3,0,dft_profile_effective_cn_range,0.02631578947368418
delta_pos,published_plus_profiles,classification,3,0,dft_profile_effective_cn_s_min,0.018092105263157854
delta_pos,published_plus_profiles,classification,3,0,dft_profile_effective_cn_s_max,-0.021381578947368474
delta_pos,published_plus_profiles,classification,3,0,dft_profile_effective_cn_asymmetry,-0.00164473684210531
delta_pos,published_plus_profiles,classification,3,0,dft_profile_mean_rc_min,0.0164473684210526
delta_pos,published_plus_profiles,classification,3,0,dft_profile_mean_rc_max,-0.021381578947368474
delta_pos,published_plus_profiles,classification,3,0,dft_profile_mean_rc_range,0.041118421052631526
delta_pos,published_plus_profiles,classification,3,0,dft_profile_mean_rc_s_min,-0.03618421052631582
delta_pos,published_plus_profiles,classification,3,0,dft_profile_mean_rc_s_max,0.004934210526315819
delta_pos,published_plus_profiles,classification,3,0,dft_profile_mean_rc_asymmetry,0.0
delta_pos,published_plus_profiles,classification,3,0,dft_profile_weighted_mean_oxi_min,0.031249999999999944
delta_pos,published_plus_profiles,classification,3,0,dft_profile_weighted_mean_oxi_max,0.009868421052631526
delta_pos,published_plus_profiles,classification,3,0,dft_profile_weighted_mean_oxi_range,-0.003289473684210509
delta_pos,published_plus_profiles,classification,3,0,dft_profile_weighted_mean_oxi_s_min,0.0016447368421051989
delta_pos,published_plus_profiles,classification,3,0,dft_profile_weighted_mean_oxi_s_max,-0.011513157894736892
delta_pos,published_plus_profiles,classification,3,0,dft_profile_weighted_mean_oxi_asymmetry,0.018092105263157854
delta_pos,published_plus_profiles,classification,3,1,litraj_min_volume,0.009153318077803174
delta_pos,published_plus_profiles,classification,3,1,litraj_edge_length,0.006864988558352381
delta_pos,published_plus_profiles,classification,3,1,litraj_max_weighted_mean_oxidation,-0.013729977116704761
delta_pos,published_plus_profiles,classification,3,1,litraj_max_volume,-0.013729977116704761
delta_pos,published_plus_profiles,classification,3,1,litraj_min_mean_covalent_radius,0.020594965675057253
delta_pos,published_plus_profiles,classification,3,1,dft_profile_volume_min,-0.002288329519450738
delta_pos,published_plus_profiles,classification,3,1,dft_profile_volume_max,0.013729977116704817
delta_pos,published_plus_profiles,classification,3,1,dft_profile_volume_range,0.018306636155606404
delta_pos,published_plus_profiles,classification,3,1,dft_profile_volume_s_min,0.002288329519450849
delta_pos,published_plus_profiles,classification,3,1,dft_profile_volume_s_max,-0.009153318077803174
delta_pos,published_plus_profiles,classification,3,1,dft_profile_volume_asymmetry,-0.034324942791762014
delta_pos,published_plus_profiles,classification,3,1,dft_profile_effective_cn_min,0.004576659038901643
delta_pos,published_plus_profiles,classification,3,1,dft_profile_effective_cn_max,0.006864988558352436
delta_pos,published_plus_profiles,classification,3,1,dft_profile_effective_cn_range,0.0
delta_pos,published_plus_profiles,classification,3,1,dft_profile_effective_cn_s_min,0.006864988558352436
delta_pos,published_plus_profiles,classification,3,1,dft_profile_effective_cn_s_max,-0.006864988558352381
delta_pos,published_plus_profiles,classification,3,1,dft_profile_effective_cn_asymmetry,-0.020594965675057142
delta_pos,published_plus_profiles,classification,3,1,dft_profile_mean_rc_min,-0.013729977116704761
delta_pos,published_plus_profiles,classification,3,1,dft_profile_mean_rc_max,-0.013729977116704817
delta_pos,published_plus_profiles,classification,3,1,dft_profile_mean_rc_range,-0.004576659038901587
delta_pos,published_plus_profiles,classification,3,1,dft_profile_mean_rc_s_min,0.0022883295194507935
delta_pos,published_plus_profiles,classification,3,1,dft_profile_mean_rc_s_max,-0.02288329519450799
delta_pos,published_plus_profiles,classification,3,1,dft_profile_mean_rc_asymmetry,-0.013729977116704761
delta_pos,published_plus_profiles,classification,3,1,dft_profile_weighted_mean_oxi_min,-0.0022883295194507935
delta_pos,published_plus_profiles,classification,3,1,dft_profile_weighted_mean_oxi_max,0.0022883295194507935
delta_pos,published_plus_profiles,classification,3,1,dft_profile_weighted_mean_oxi_range,-0.006864988558352381
delta_pos,published_plus_profiles,classification,3,1,dft_profile_weighted_mean_oxi_s_min,-0.013729977116704761
delta_pos,published_plus_profiles,classification,3,1,dft_profile_weighted_mean_oxi_s_max,-0.016018306636155555
delta_pos,published_plus_profiles,classification,3,1,dft_profile_weighted_mean_oxi_asymmetry,-0.006864988558352325
delta_pos,published_plus_profiles,classification,3,2,litraj_min_volume,-0.00952380952380949
delta_pos,published_plus_profiles,classification,3,2,litraj_edge_length,0.007619047619047747
delta_pos,published_plus_profiles,classification,3,2,litraj_max_weighted_mean_oxidation,0.003809523809523818
delta_pos,published_plus_profiles,classification,3,2,litraj_max_volume,0.005714285714285783
delta_pos,published_plus_profiles,classification,3,2,litraj_min_mean_covalent_radius,1.1102230246251565e-16
delta_pos,published_plus_profiles,classification,3,2,dft_profile_volume_min,-0.015238095238095162
delta_pos,published_plus_profiles,classification,3,2,dft_profile_volume_max,0.009523809523809601
delta_pos,published_plus_profiles,classification,3,2,dft_profile_volume_range,-0.003809523809523818
delta_pos,published_plus_profiles,classification,3,2,dft_profile_volume_s_min,-0.00952380952380949
delta_pos,published_plus_profiles,classification,3,2,dft_profile_volume_s_max,0.01333333333333342
delta_pos,published_plus_profiles,classification,3,2,dft_profile_volume_asymmetry,0.02285714285714291
delta_pos,published_plus_profiles,classification,3,2,dft_profile_effective_cn_min,-0.015238095238095273
delta_pos,published_plus_profiles,classification,3,2,dft_profile_effective_cn_max,-0.007619047619047636
delta_pos,published_plus_profiles,classification,3,2,dft_profile_effective_cn_range,0.02285714285714291
delta_pos,published_plus_profiles,classification,3,2,dft_profile_effective_cn_s_min,0.01904761904761909
delta_pos,published_plus_profiles,classification,3,2,dft_profile_effective_cn_s_max,-0.005714285714285672
delta_pos,published_plus_profiles,classification,3,2,dft_profile_effective_cn_asymmetry,-0.0019047619047618536
delta_pos,published_plus_profiles,classification,3,2,dft_profile_mean_rc_min,-0.015238095238095273
delta_pos,published_plus_profiles,classification,3,2,dft_profile_mean_rc_max,0.005714285714285783
delta_pos,published_plus_profiles,classification,3,2,dft_profile_mean_rc_range,0.015238095238095273
delta_pos,published_plus_profiles,classification,3,2,dft_profile_mean_rc_s_min,-0.015238095238095162
delta_pos,published_plus_profiles,classification,3,2,dft_profile_mean_rc_s_max,-0.02857142857142858
delta_pos,published_plus_profiles,classification,3,2,dft_profile_mean_rc_asymmetry,-0.005714285714285672
delta_pos,published_plus_profiles,classification,3,2,dft_profile_weighted_mean_oxi_min,-0.02285714285714291
delta_pos,published_plus_profiles,classification,3,2,dft_profile_weighted_mean_oxi_max,-0.02857142857142858
delta_pos,published_plus_profiles,classification,3,2,dft_profile_weighted_mean_oxi_range,-0.022857142857142798
delta_pos,published_plus_profiles,classification,3,2,dft_profile_weighted_mean_oxi_s_min,-0.026666666666666616
delta_pos,published_plus_profiles,classification,3,2,dft_profile_weighted_mean_oxi_s_max,-0.011428571428571344
delta_pos,published_plus_profiles,classification,3,2,dft_profile_weighted_mean_oxi_asymmetry,0.02285714285714291
delta_pos,published_plus_profiles,classification,3,3,litraj_min_volume,0.03888888888888886
delta_pos,published_plus_profiles,classification,3,3,litraj_edge_length,0.024999999999999967
delta_pos,published_plus_profiles,classification,3,3,litraj_max_weighted_mean_oxidation,0.030555555555555558
delta_pos,published_plus_profiles,classification,3,3,litraj_max_volume,-0.04444444444444445
delta_pos,published_plus_profiles,classification,3,3,litraj_min_mean_covalent_radius,0.011111111111111127
delta_pos,published_plus_profiles,classification,3,3,dft_profile_volume_min,-0.0222222222222222
delta_pos,published_plus_profiles,classification,3,3,dft_profile_volume_max,-0.033333333333333326
delta_pos,published_plus_profiles,classification,3,3,dft_profile_volume_range,0.024999999999999967
delta_pos,published_plus_profiles,classification,3,3,dft_profile_volume_s_min,0.002777777777777768
delta_pos,published_plus_profiles,classification,3,3,dft_profile_volume_s_max,0.005555555555555536
delta_pos,published_plus_profiles,classification,3,3,dft_profile_volume_asymmetry,-0.041666666666666685
delta_pos,published_plus_profiles,classification,3,3,dft_profile_effective_cn_min,-0.0027777777777778234
delta_pos,published_plus_profiles,classification,3,3,dft_profile_effective_cn_max,-0.01388888888888895
delta_pos,published_plus_profiles,classification,3,3,dft_profile_effective_cn_range,0.008333333333333304
delta_pos,published_plus_profiles,classification,3,3,dft_profile_effective_cn_s_min,-0.019444444444444486
delta_pos,published_plus_profiles,classification,3,3,dft_profile_effective_cn_s_max,-0.030555555555555614
delta_pos,published_plus_profiles,classification,3,3,dft_profile_effective_cn_asymmetry,-0.005555555555555591
delta_pos,published_plus_profiles,classification,3,3,dft_profile_mean_rc_min,0.011111111111111072
delta_pos,published_plus_profiles,classification,3,3,dft_profile_mean_rc_max,0.002777777777777768
delta_pos,published_plus_profiles,classification,3,3,dft_profile_mean_rc_range,-0.05277777777777781
delta_pos,published_plus_profiles,classification,3,3,dft_profile_mean_rc_s_min,0.03333333333333327
delta_pos,published_plus_profiles,classification,3,3,dft_profile_mean_rc_s_max,0.030555555555555503
delta_pos,published_plus_profiles,classification,3,3,dft_profile_mean_rc_asymmetry,0.00555555555555548
delta_pos,published_plus_profiles,classification,3,3,dft_profile_weighted_mean_oxi_min,-0.005555555555555536
delta_pos,published_plus_profiles,classification,3,3,dft_profile_weighted_mean_oxi_max,0.01388888888888884
delta_pos,published_plus_profiles,classification,3,3,dft_profile_weighted_mean_oxi_range,-0.022222222222222254
delta_pos,published_plus_profiles,classification,3,3,dft_profile_weighted_mean_oxi_s_min,-0.01388888888888895
delta_pos,published_plus_profiles,classification,3,3,dft_profile_weighted_mean_oxi_s_max,-0.019444444444444486
delta_pos,published_plus_profiles,classification,3,3,dft_profile_weighted_mean_oxi_asymmetry,-0.03611111111111115
delta_pos,published_plus_profiles,classification,3,4,litraj_min_volume,0.029748283752860483
delta_pos,published_plus_profiles,classification,3,4,litraj_edge_length,0.006864988558352492
delta_pos,published_plus_profiles,classification,3,4,litraj_max_weighted_mean_oxidation,0.04805491990846694
delta_pos,published_plus_profiles,classification,3,4,litraj_max_volume,-0.009153318077803174
delta_pos,published_plus_profiles,classification,3,4,litraj_min_mean_covalent_radius,-0.013729977116704761
delta_pos,published_plus_profiles,classification,3,4,dft_profile_volume_min,-0.0022883295194507935
delta_pos,published_plus_profiles,classification,3,4,dft_profile_volume_max,0.013729977116704872
delta_pos,published_plus_profiles,classification,3,4,dft_profile_volume_range,-0.004576659038901587
delta_pos,published_plus_profiles,classification,3,4,dft_profile_volume_s_min,0.03890160183066371
delta_pos,published_plus_profiles,classification,3,4,dft_profile_volume_s_max,0.03890160183066371
delta_pos,published_plus_profiles,classification,3,4,dft_profile_volume_asymmetry,0.013729977116704872
delta_pos,published_plus_profiles,classification,3,4,dft_profile_effective_cn_min,-0.006864988558352381
delta_pos,published_plus_profiles,classification,3,4,dft_profile_effective_cn_max,-0.011441647597253968
delta_pos,published_plus_profiles,classification,3,4,dft_profile_effective_cn_range,-0.0022883295194506825
delta_pos,published_plus_profiles,classification,3,4,dft_profile_effective_cn_s_min,0.05949656750572091
delta_pos,published_plus_profiles,classification,3,4,dft_profile_effective_cn_s_max,0.016018306636155666
delta_pos,published_plus_profiles,classification,3,4,dft_profile_effective_cn_asymmetry,-0.022883295194507935
delta_pos,published_plus_profiles,classification,3,4,dft_profile_mean_rc_min,0.0022883295194507935
delta_pos,published_plus_profiles,classification,3,4,dft_profile_mean_rc_max,-0.020594965675057142
delta_pos,published_plus_profiles,classification,3,4,dft_profile_mean_rc_range,0.013729977116704872
delta_pos,published_plus_profiles,classification,3,4,dft_profile_mean_rc_s_min,0.006864988558352492
