outcome,feature_set,task,model,permutation,score
delta_pos,published_plus_profiles,classification,random_forest,460,0.5654429637079875
delta_pos,published_plus_profiles,classification,logistic,461,0.4999245662559718
delta_pos,published_plus_profiles,classification,random_forest,461,0.534577990109798
delta_pos,published_plus_profiles,classification,logistic,462,0.528161931103847
delta_pos,published_plus_profiles,classification,random_forest,462,0.5432277260916939
delta_pos,published_plus_profiles,classification,logistic,463,0.47713519403235266
delta_pos,published_plus_profiles,classification,random_forest,463,0.4087335512530383
delta_pos,published_plus_profiles,classification,logistic,464,0.5653926745453022
delta_pos,published_plus_profiles,classification,random_forest,464,0.516926494007208
delta_pos,published_plus_profiles,classification,logistic,465,0.46301232084485794
delta_pos,published_plus_profiles,classification,random_forest,465,0.48023216830106447
delta_pos,published_plus_profiles,classification,logistic,466,0.55422009890202
delta_pos,published_plus_profiles,classification,random_forest,466,0.4950381359483698
delta_pos,published_plus_profiles,classification,logistic,467,0.43718045427876967
delta_pos,published_plus_profiles,classification,random_forest,467,0.4325831866566089
delta_pos,published_plus_profiles,classification,logistic,468,0.5000921967982567
delta_pos,published_plus_profiles,classification,random_forest,468,0.5193613276338949
delta_pos,published_plus_profiles,classification,logistic,469,0.42997234096052306
delta_pos,published_plus_profiles,classification,random_forest,469,0.3955996982650239
delta_pos,published_plus_profiles,classification,logistic,470,0.516293688710083
delta_pos,published_plus_profiles,classification,random_forest,470,0.5502221104685273
delta_pos,published_plus_profiles,classification,logistic,471,0.5580839829016847
delta_pos,published_plus_profiles,classification,random_forest,471,0.45090939569189514
delta_pos,published_plus_profiles,classification,logistic,472,0.43078534909060434
delta_pos,published_plus_profiles,classification,random_forest,472,0.5150448411700611
delta_pos,published_plus_profiles,classification,logistic,473,0.5247925572039225
delta_pos,published_plus_profiles,classification,random_forest,473,0.4964462325035622
delta_pos,published_plus_profiles,classification,logistic,474,0.46191434079289256
delta_pos,published_plus_profiles,classification,random_forest,474,0.47799849132511946
delta_pos,published_plus_profiles,classification,logistic,475,0.5014667672449921
delta_pos,published_plus_profiles,classification,random_forest,475,0.4589053725588802
delta_pos,published_plus_profiles,classification,logistic,476,0.5872936048948117
delta_pos,published_plus_profiles,classification,random_forest,476,0.5661344396949124
delta_pos,published_plus_profiles,classification,logistic,477,0.5236191434079289
delta_pos,published_plus_profiles,classification,random_forest,477,0.48166540943759956
delta_pos,published_plus_profiles,classification,logistic,478,0.5285977705137876
delta_pos,published_plus_profiles,classification,random_forest,478,0.49822730701533813
delta_pos,published_plus_profiles,classification,logistic,479,0.5394350850725
delta_pos,published_plus_profiles,classification,random_forest,479,0.5836811667085743
delta_pos,published_plus_profiles,classification,logistic,480,0.45601374570446734
delta_pos,published_plus_profiles,classification,random_forest,480,0.5142066884586372
delta_pos,published_plus_profiles,classification,logistic,481,0.5220853239460229
delta_pos,published_plus_profiles,classification,random_forest,481,0.53185399379767
delta_pos,published_plus_profiles,classification,logistic,482,0.4844103595675131
delta_pos,published_plus_profiles,classification,random_forest,482,0.5075978543290588
delta_pos,published_plus_profiles,classification,logistic,483,0.5060682256307099
delta_pos,published_plus_profiles,classification,random_forest,483,0.50212471712346
delta_pos,published_plus_profiles,classification,logistic,484,0.4499790461822144
delta_pos,published_plus_profiles,classification,random_forest,484,0.4609756097560975
delta_pos,published_plus_profiles,classification,logistic,485,0.5587293604894812
delta_pos,published_plus_profiles,classification,random_forest,485,0.5415430391417316
delta_pos,published_plus_profiles,classification,logistic,486,0.5069063783421339
delta_pos,published_plus_profiles,classification,random_forest,486,0.5005028916268544
delta_pos,published_plus_profiles,classification,logistic,487,0.42633475819294275
delta_pos,published_plus_profiles,classification,random_forest,487,0.49851646970077956
delta_pos,published_plus_profiles,classification,logistic,488,0.4809655519235605
delta_pos,published_plus_profiles,classification,random_forest,488,0.5412664487469617
delta_pos,published_plus_profiles,classification,logistic,489,0.5626435336518314
delta_pos,published_plus_profiles,classification,random_forest,489,0.5123124633308189
delta_pos,published_plus_profiles,classification,logistic,490,0.4471125639091443
delta_pos,published_plus_profiles,classification,random_forest,490,0.43544966892967907
delta_pos,published_plus_profiles,classification,logistic,491,0.5408096555192354
delta_pos,published_plus_profiles,classification,random_forest,491,0.48182046768921294
delta_pos,published_plus_profiles,classification,logistic,492,0.4812169977369877
delta_pos,published_plus_profiles,classification,random_forest,492,0.46448746961696424
delta_pos,published_plus_profiles,classification,logistic,493,0.4390243902439024
delta_pos,published_plus_profiles,classification,random_forest,493,0.48029502975442123
delta_pos,published_plus_profiles,classification,logistic,494,0.5189673958595257
delta_pos,published_plus_profiles,classification,random_forest,494,0.46350683094459805
delta_pos,published_plus_profiles,classification,logistic,495,0.4046601290755175
delta_pos,published_plus_profiles,classification,random_forest,495,0.4052510267370715
delta_pos,published_plus_profiles,classification,logistic,496,0.4139803872265527
delta_pos,published_plus_profiles,classification,random_forest,496,0.42419327801525436
delta_pos,published_plus_profiles,classification,logistic,497,0.44727181292431484
delta_pos,published_plus_profiles,classification,random_forest,497,0.4777093286396781
delta_pos,published_plus_profiles,classification,logistic,498,0.5817450339451847
delta_pos,published_plus_profiles,classification,random_forest,498,0.5250775291258067
delta_pos,published_plus_profiles,classification,logistic,499,0.535277847623837
delta_pos,published_plus_profiles,classification,random_forest,499,0.5622915095130334
delta_pos,published_plus_profiles,classification,logistic,500,0.4371888358058838
delta_pos,published_plus_profiles,classification,random_forest,500,0.4481267286899674
delta_pos,published_plus_profiles,classification,logistic,501,0.45212471712346
delta_pos,published_plus_profiles,classification,random_forest,501,0.4999497108373146
delta_pos,published_plus_profiles,classification,logistic,502,0.5185818456122707
delta_pos,published_plus_profiles,classification,random_forest,502,0.5010141647808231
delta_pos,published_plus_profiles,classification,logistic,503,0.5125471460900176
delta_pos,published_plus_profiles,classification,random_forest,503,0.5232461654513452
delta_pos,published_plus_profiles,classification,logistic,504,0.4361411449166039
delta_pos,published_plus_profiles,classification,random_forest,504,0.3698851730785349
delta_pos,published_plus_profiles,classification,logistic,505,0.4797837566004525
delta_pos,published_plus_profiles,classification,random_forest,505,0.45702791048529046
delta_pos,published_plus_profiles,classification,logistic,506,0.5229150951303327
delta_pos,published_plus_profiles,classification,random_forest,506,0.5243818623753248
delta_pos,published_plus_profiles,classification,logistic,507,0.5245327298633812
delta_pos,published_plus_profiles,classification,random_forest,507,0.4799513871427374
delta_pos,published_plus_profiles,classification,logistic,508,0.5178861788617887
delta_pos,published_plus_profiles,classification,random_forest,508,0.4768334590562401
delta_pos,published_plus_profiles,classification,logistic,509,0.5303830357891208
delta_pos,published_plus_profiles,classification,random_forest,509,0.49293018187913845
delta_pos,published_plus_profiles,classification,logistic,510,0.555167211465929
delta_pos,published_plus_profiles,classification,random_forest,510,0.5415430391417317
delta_pos,published_plus_profiles,classification,logistic,511,0.6101332662811164
delta_pos,published_plus_profiles,classification,random_forest,511,0.5539351269801357
delta_pos,published_plus_profiles,classification,logistic,512,0.48576816696002006
delta_pos,published_plus_profiles,classification,random_forest,512,0.4905917358142654
delta_pos,published_plus_profiles,classification,logistic,513,0.45731288240717466
delta_pos,published_plus_profiles,classification,random_forest,513,0.5186321347749561
delta_pos,published_plus_profiles,classification,logistic,514,0.4950884251110552
delta_pos,published_plus_profiles,classification,random_forest,514,0.47716033861369544
delta_pos,published_plus_profiles,classification,logistic,515,0.505582097058084
delta_pos,published_plus_profiles,classification,random_forest,515,0.4440449249853323
delta_pos,published_plus_profiles,classification,logistic,516,0.5382113821138211
delta_pos,published_plus_profiles,classification,random_forest,516,0.5433241136535077
delta_pos,published_plus_profiles,classification,logistic,517,0.4676724499203756
delta_pos,published_plus_profiles,classification,random_forest,517,0.5082516134439695
delta_pos,published_plus_profiles,classification,logistic,518,0.5014248596094208
delta_pos,published_plus_profiles,classification,random_forest,518,0.4779523929259911
delta_pos,published_plus_profiles,classification,logistic,519,0.387436090855754
delta_pos,published_plus_profiles,classification,random_forest,519,0.47047187997653167
delta_pos,published_plus_profiles,classification,logistic,520,0.4269466096722823
delta_pos,published_plus_profiles,classification,random_forest,520,0.4404366775626519
delta_pos,published_plus_profiles,classification,logistic,521,0.5550079624507586
delta_pos,published_plus_profiles,classification,random_forest,521,0.5749979046182215
delta_pos,published_plus_profiles,classification,logistic,522,0.5818623753247841
delta_pos,published_plus_profiles,classification,random_forest,522,0.5245117760455955
delta_pos,published_plus_profiles,classification,logistic,523,0.5031011650322689
delta_pos,published_plus_profiles,classification,random_forest,523,0.48048780487804876
delta_pos,published_plus_profiles,classification,logistic,524,0.46820048612857257
delta_pos,published_plus_profiles,classification,random_forest,524,0.4490989858352192
delta_pos,published_plus_profiles,classification,logistic,525,0.5447908808984998
delta_pos,published_plus_profiles,classification,random_forest,525,0.4611390495348252
delta_pos,published_plus_profiles,classification,logistic,526,0.5312882407174586
delta_pos,published_plus_profiles,classification,random_forest,526,0.45927835051546395
delta_pos,published_plus_profiles,classification,logistic,527,0.4850222110468527
delta_pos,published_plus_profiles,classification,random_forest,527,0.496161260581678
delta_pos,published_plus_profiles,classification,logistic,528,0.5592657782247926
delta_pos,published_plus_profiles,classification,random_forest,528,0.538102422261336
delta_pos,published_plus_profiles,classification,logistic,529,0.5908306093370211
delta_pos,published_plus_profiles,classification,random_forest,529,0.577286061520409
delta_pos,published_plus_profiles,classification,logistic,530,0.5015170564076775
delta_pos,published_plus_profiles,classification,random_forest,530,0.5272357723577236
delta_pos,published_plus_profiles,classification,logistic,531,0.5201491911826335
delta_pos,published_plus_profiles,classification,random_forest,531,0.5463917525773196
delta_pos,published_plus_profiles,classification,logistic,532,0.5295365015505825
delta_pos,published_plus_profiles,classification,random_forest,532,0.4311457547565166
delta_pos,published_plus_profiles,classification,logistic,533,0.509420836476406
delta_pos,published_plus_profiles,classification,random_forest,533,0.5201910988182046
delta_pos,published_plus_profiles,classification,logistic,534,0.43216830106445386
delta_pos,published_plus_profiles,classification,random_forest,534,0.3913209286732043
delta_pos,published_plus_profiles,classification,logistic,535,0.5824909898583521
delta_pos,published_plus_profiles,classification,random_forest,535,0.5551504484117007
delta_pos,published_plus_profiles,classification,logistic,536,0.4462073589808063
delta_pos,published_plus_profiles,classification,random_forest,536,0.4407761294107787
delta_pos,published_plus_profiles,classification,logistic,537,0.4638504735562819
delta_pos,published_plus_profiles,classification,random_forest,537,0.4999245662559718
delta_pos,published_plus_profiles,classification,logistic,538,0.436359064621574
delta_pos,published_plus_profiles,classification,random_forest,538,0.4053893219344564
delta_pos,published_plus_profiles,classification,logistic,539,0.5151370379683178
delta_pos,published_plus_profiles,classification,random_forest,539,0.5123082725672619
delta_pos,published_plus_profiles,classification,logistic,540,0.4925236778140977
delta_pos,published_plus_profiles,classification,random_forest,540,0.4871846450423267
delta_pos,published_plus_profiles,classification,logistic,541,0.49354622412203497
delta_pos,published_plus_profiles,classification,random_forest,541,0.47940239711675464
delta_pos,published_plus_profiles,classification,logistic,542,0.41656189757773865
delta_pos,published_plus_profiles,classification,random_forest,542,0.4090604308104937
delta_pos,published_plus_profiles,classification,logistic,543,0.5191769340373816
delta_pos,published_plus_profiles,classification,random_forest,543,0.5538471209454363
delta_pos,published_plus_profiles,classification,logistic,544,0.5406336434498366
delta_pos,published_plus_profiles,classification,random_forest,544,0.49134188249098976
delta_pos,published_plus_profiles,classification,logistic,545,0.4922303243650993
delta_pos,published_plus_profiles,classification,random_forest,545,0.5069524767412623
delta_pos,published_plus_profiles,classification,logistic,546,0.4508926326376666
delta_pos,published_plus_profiles,classification,random_forest,546,0.4441580756013746
delta_pos,published_plus_profiles,classification,logistic,547,0.49007627189673963
delta_pos,published_plus_profiles,classification,random_forest,547,0.46407258402480933
delta_pos,published_plus_profiles,classification,logistic,548,0.40415723744866316
delta_pos,published_plus_profiles,classification,random_forest,548,0.45039812253792644
delta_pos,published_plus_profiles,classification,logistic,549,0.43403738161092953
delta_pos,published_plus_profiles,classification,random_forest,549,0.4662350180202832
delta_pos,published_plus_profiles,classification,logistic,550,0.45986086664990367
delta_pos,published_plus_profiles,classification,random_forest,550,0.5199522252954487
delta_pos,published_plus_profiles,classification,logistic,551,0.4832285642444054
delta_pos,published_plus_profiles,classification,random_forest,551,0.5316821724918279
delta_pos,published_plus_profiles,classification,logistic,552,0.45771519570865815
delta_pos,published_plus_profiles,classification,random_forest,552,0.5075182298214735
delta_pos,published_plus_profiles,classification,logistic,553,0.4202916771435756
delta_pos,published_plus_profiles,classification,random_forest,553,0.4232964546140307
delta_pos,published_plus_profiles,classification,logistic,554,0.5141731623501802
delta_pos,published_plus_profiles,classification,random_forest,554,0.5372391249685693
delta_pos,published_plus_profiles,classification,logistic,555,0.4498365602212724
delta_pos,published_plus_profiles,classification,random_forest,555,0.45449668929678994
delta_pos,published_plus_profiles,classification,logistic,556,0.45215824323191695
delta_pos,published_plus_profiles,classification,random_forest,556,0.5248554186572794
delta_pos,published_plus_profiles,classification,logistic,557,0.4549073841253876
delta_pos,published_plus_profiles,classification,random_forest,557,0.4129159332830442
delta_pos,published_plus_profiles,classification,logistic,558,0.448327885340709
delta_pos,published_plus_profiles,classification,random_forest,558,0.42315396865308863
delta_pos,published_plus_profiles,classification,logistic,559,0.4302321683010645
delta_pos,published_plus_profiles,classification,random_forest,559,0.4827172910904367
delta_pos,published_plus_profiles,classification,logistic,560,0.5958762886597938
delta_pos,published_plus_profiles,classification,random_forest,560,0.5562735730450088
delta_pos,published_plus_profiles,classification,logistic,561,0.4821808733551253
delta_pos,published_plus_profiles,classification,random_forest,561,0.5044212555527616
delta_pos,published_plus_profiles,classification,logistic,562,0.42729025228396617
delta_pos,published_plus_profiles,classification,random_forest,562,0.44455200737574385
delta_pos,published_plus_profiles,classification,logistic,563,0.4673036627273489
delta_pos,published_plus_profiles,classification,random_forest,563,0.45540608498868507
delta_pos,published_plus_profiles,classification,logistic,564,0.522437348084821
delta_pos,published_plus_profiles,classification,random_forest,564,0.506177185483195
delta_pos,published_plus_profiles,classification,logistic,565,0.4674629117425194
delta_pos,published_plus_profiles,classification,random_forest,565,0.5101919369709161
delta_pos,published_plus_profiles,classification,logistic,566,0.4433911658704216
delta_pos,published_plus_profiles,classification,random_forest,566,0.4522546307937306
delta_pos,published_plus_profiles,classification,logistic,567,0.5311625178107452
delta_pos,published_plus_profiles,classification,random_forest,567,0.47690051127315397
delta_pos,published_plus_profiles,classification,logistic,568,0.38593579750230494
delta_pos,published_plus_profiles,classification,random_forest,568,0.45280781158327044
delta_pos,published_plus_profiles,classification,logistic,569,0.5491157488894476
delta_pos,published_plus_profiles,classification,random_forest,569,0.5568979968150196
delta_pos,published_plus_profiles,classification,logistic,570,0.5019193697091608
delta_pos,published_plus_profiles,classification,random_forest,570,0.4712010728354706
delta_pos,published_plus_profiles,classification,logistic,571,0.41242980471041835
delta_pos,published_plus_profiles,classification,random_forest,571,0.41265610594250274
delta_pos,published_plus_profiles,classification,logistic,572,0.4653591484368452
delta_pos,published_plus_profiles,classification,random_forest,572,0.540055318078954
delta_pos,published_plus_profiles,classification,logistic,573,0.4873187494761545
delta_pos,published_plus_profiles,classification,random_forest,573,0.47986338110803783
delta_pos,published_plus_profiles,classification,logistic,574,0.5780487804878047
delta_pos,published_plus_profiles,classification,random_forest,574,0.5939485374235185
delta_pos,published_plus_profiles,classification,logistic,575,0.5610258989187831
delta_pos,published_plus_profiles,classification,random_forest,575,0.5175634900678904
delta_pos,published_plus_profiles,classification,logistic,576,0.5645629033609925
delta_pos,published_plus_profiles,classification,random_forest,576,0.5364889782918447
delta_pos,published_plus_profiles,classification,logistic,577,0.44035705305506667
delta_pos,published_plus_profiles,classification,random_forest,577,0.45712010728354713
delta_pos,published_plus_profiles,classification,logistic,578,0.5046266029670606
delta_pos,published_plus_profiles,classification,random_forest,578,0.4779440113988769
delta_pos,published_plus_profiles,classification,logistic,579,0.4686111809571704
delta_pos,published_plus_profiles,classification,random_forest,579,0.4636493169055401
delta_pos,published_plus_profiles,classification,logistic,580,0.5062610007543376
delta_pos,published_plus_profiles,classification,random_forest,580,0.5029754421255553
delta_pos,published_plus_profiles,classification,logistic,581,0.5016595423686194
delta_pos,published_plus_profiles,classification,random_forest,581,0.492569776213226
delta_pos,published_plus_profiles,classification,logistic,582,0.5057748721817114
delta_pos,published_plus_profiles,classification,random_forest,582,0.5612522001508675
delta_pos,published_plus_profiles,classification,logistic,583,0.5244992037549242
delta_pos,published_plus_profiles,classification,random_forest,583,0.5518062190931189
delta_pos,published_plus_profiles,classification,logistic,584,0.49994132931020036
delta_pos,published_plus_profiles,classification,random_forest,584,0.47529125806721984
delta_pos,published_plus_profiles,classification,logistic,585,0.44345821808733554
delta_pos,published_plus_profiles,classification,random_forest,585,0.44953482524515964
delta_pos,published_plus_profiles,classification,logistic,586,0.5451596680915263
delta_pos,published_plus_profiles,classification,random_forest,586,0.50446735395189
delta_pos,published_plus_profiles,classification,logistic,587,0.44043248679909486
delta_pos,published_plus_profiles,classification,random_forest,587,0.41390495348252454
delta_pos,published_plus_profiles,classification,logistic,588,0.5286564412035872
delta_pos,published_plus_profiles,classification,random_forest,588,0.5340331908473724
delta_pos,published_plus_profiles,classification,logistic,589,0.48433492582348503
delta_pos,published_plus_profiles,classification,random_forest,589,0.47074008884418744
delta_pos,published_plus_profiles,classification,logistic,590,0.5278182884921632
delta_pos,published_plus_profiles,classification,random_forest,590,0.5904618221439946
delta_pos,published_plus_profiles,classification,logistic,591,0.4488643030760204
delta_pos,published_plus_profiles,classification,random_forest,591,0.4385424524348336
delta_pos,published_plus_profiles,classification,logistic,592,0.5587042159081385
delta_pos,published_plus_profiles,classification,random_forest,592,0.43146425278685774
delta_pos,published_plus_profiles,classification,logistic,593,0.43915849467773027
delta_pos,published_plus_profiles,classification,random_forest,593,0.4798508088173666
delta_pos,published_plus_profiles,classification,logistic,594,0.552510267370715
delta_pos,published_plus_profiles,classification,random_forest,594,0.5432696337272651
delta_pos,published_plus_profiles,classification,logistic,595,0.559073003101165
delta_pos,published_plus_profiles,classification,random_forest,595,0.5572500209538178
delta_pos,published_plus_profiles,classification,logistic,596,0.4379850808817366
delta_pos,published_plus_profiles,classification,random_forest,596,0.4931522923476658
delta_pos,published_plus_profiles,classification,logistic,597,0.5237197217332998
delta_pos,published_plus_profiles,classification,random_forest,597,0.505024725504987
delta_pos,published_plus_profiles,classification,logistic,598,0.5853239460229654
delta_pos,published_plus_profiles,classification,random_forest,598,0.468665660883413
delta_pos,published_plus_profiles,classification,logistic,599,0.463121280697343
delta_pos,published_plus_profiles,classification,random_forest,599,0.48116251781074515
delta_pos,published_plus_profiles,classification,logistic,600,0.5040566591232923
delta_pos,published_plus_profiles,classification,random_forest,600,0.4907258402480933
delta_pos,published_plus_profiles,classification,logistic,601,0.5602128907887017
delta_pos,published_plus_profiles,classification,random_forest,601,0.5802740759366356
delta_pos,published_plus_profiles,classification,logistic,602,0.5946106780655435
delta_pos,published_plus_profiles,classification,random_forest,602,0.5825999497108374
delta_pos,published_plus_profiles,classification,logistic,603,0.4836392590730031
delta_pos,published_plus_profiles,classification,random_forest,603,0.4035705305506664
delta_pos,published_plus_profiles,classification,logistic,604,0.48819042829603554
delta_pos,published_plus_profiles,classification,random_forest,604,0.4741681334339116
delta_pos,published_plus_profiles,classification,logistic,605,0.43787612102925155
delta_pos,published_plus_profiles,classification,random_forest,605,0.4037716872014081
delta_pos,published_plus_profiles,classification,logistic,606,0.4198306931522923
delta_pos,published_plus_profiles,classification,random_forest,606,0.4179071326795742
delta_pos,published_plus_profiles,classification,logistic,607,0.5258821557287738
delta_pos,published_plus_profiles,classification,random_forest,607,0.5427835051546392
delta_pos,published_plus_profiles,classification,logistic,608,0.4631464252786858
delta_pos,published_plus_profiles,classification,random_forest,608,0.5277302824574638
delta_pos,published_plus_profiles,classification,logistic,609,0.492741597519068
delta_pos,published_plus_profiles,classification,random_forest,609,0.45812589053725594
delta_pos,published_plus_profiles,classification,logistic,610,0.5504819378090687
delta_pos,published_plus_profiles,classification,random_forest,610,0.502233676975945
delta_pos,published_plus_profiles,classification,logistic,611,0.4542284804291342
delta_pos,published_plus_profiles,classification,random_forest,611,0.4411616796580337
delta_pos,published_plus_profiles,classification,logistic,612,0.5393345067471292
delta_pos,published_plus_profiles,classification,random_forest,612,0.518246584527701
delta_pos,published_plus_profiles,classification,logistic,613,0.6177939820635319
delta_pos,published_plus_profiles,classification,random_forest,613,0.5721817115078368
delta_pos,published_plus_profiles,classification,logistic,614,0.44370128237364853
delta_pos,published_plus_profiles,classification,random_forest,614,0.4187662392087838
delta_pos,published_plus_profiles,classification,logistic,615,0.4603553767496438
delta_pos,published_plus_profiles,classification,random_forest,615,0.45449249853323276
delta_pos,published_plus_profiles,classification,logistic,616,0.5051546391752576
delta_pos,published_plus_profiles,classification,random_forest,616,0.5024474059173581
delta_pos,published_plus_profiles,classification,logistic,617,0.5385298801441623
delta_pos,published_plus_profiles,classification,random_forest,617,0.4538177856005364
delta_pos,published_plus_profiles,classification,logistic,618,0.53105355795826
delta_pos,published_plus_profiles,classification,random_forest,618,0.49670605984410354
delta_pos,published_plus_profiles,classification,logistic,619,0.46099237281032607
delta_pos,published_plus_profiles,classification,random_forest,619,0.5295448830776968
delta_pos,published_plus_profiles,classification,logistic,620,0.5128824071745872
delta_pos,published_plus_profiles,classification,random_forest,620,0.4795155477327969
delta_pos,published_plus_profiles,classification,logistic,621,0.42490151705640766
delta_pos,published_plus_profiles,classification,random_forest,621,0.4548780487804878
delta_pos,published_plus_profiles,classification,logistic,622,0.49062945268627933
delta_pos,published_plus_profiles,classification,random_forest,622,0.48461151621825493
delta_pos,published_plus_profiles,classification,logistic,623,0.466607995976867
delta_pos,published_plus_profiles,classification,random_forest,623,0.4805841924398625
delta_pos,published_plus_profiles,classification,logistic,624,0.5377420165954236
delta_pos,published_plus_profiles,classification,random_forest,624,0.4754295532646048
delta_pos,published_plus_profiles,classification,logistic,625,0.47205598860112313
delta_pos,published_plus_profiles,classification,random_forest,625,0.5174084318162768
delta_pos,published_plus_profiles,classification,logistic,626,0.5278853407090771
delta_pos,published_plus_profiles,classification,random_forest,626,0.5001173413795994
delta_pos,published_plus_profiles,classification,logistic,627,0.5225965970999916
delta_pos,published_plus_profiles,classification,random_forest,627,0.4985919034448075
delta_pos,published_plus_profiles,classification,logistic,628,0.532310787025396
delta_pos,published_plus_profiles,classification,random_forest,628,0.6037297795658368
delta_pos,published_plus_profiles,classification,logistic,629,0.4532394602296539
delta_pos,published_plus_profiles,classification,random_forest,629,0.46298298549995814
delta_pos,published_plus_profiles,classification,logistic,630,0.518355544380186
delta_pos,published_plus_profiles,classification,random_forest,630,0.5077403402900009
delta_pos,published_plus_profiles,classification,logistic,631,0.4852904199145084
delta_pos,published_plus_profiles,classification,random_forest,631,0.4871301651160841
delta_pos,published_plus_profiles,classification,logistic,632,0.5720978962366944
delta_pos,published_plus_profiles,classification,random_forest,632,0.5585198223116251
delta_pos,published_plus_profiles,classification,logistic,633,0.4742603302321683
delta_pos,published_plus_profiles,classification,random_forest,633,0.48588131757606234
delta_pos,published_plus_profiles,classification,logistic,634,0.4737993462408851
delta_pos,published_plus_profiles,classification,random_forest,634,0.436706897996815
delta_pos,published_plus_profiles,classification,logistic,635,0.5028581007459558
delta_pos,published_plus_profiles,classification,random_forest,635,0.4822395440449251
delta_pos,published_plus_profiles,classification,logistic,636,0.4821557287737826
delta_pos,published_plus_profiles,classification,random_forest,636,0.4968192104601458
delta_pos,published_plus_profiles,classification,logistic,637,0.48865979381443303
delta_pos,published_plus_profiles,classification,random_forest,637,0.5304123711340206
delta_pos,published_plus_profiles,classification,logistic,638,0.551429050372978
delta_pos,published_plus_profiles,classification,random_forest,638,0.5242477579414968
delta_pos,published_plus_profiles,classification,logistic,639,0.47617131841421506
delta_pos,published_plus_profiles,classification,random_forest,639,0.47354790042745787
delta_pos,published_plus_profiles,classification,logistic,640,0.38746123543709665
delta_pos,published_plus_profiles,classification,random_forest,640,0.4312421423183304
delta_pos,published_plus_profiles,classification,logistic,641,0.5115581258905373
delta_pos,published_plus_profiles,classification,random_forest,641,0.560778643868913
delta_pos,published_plus_profiles,classification,logistic,642,0.5628865979381443
delta_pos,published_plus_profiles,classification,random_forest,642,0.46186405163020705
delta_pos,published_plus_profiles,classification,logistic,643,0.4239627860196128
delta_pos,published_plus_profiles,classification,random_forest,643,0.39224708741932773
delta_pos,published_plus_profiles,classification,logistic,644,0.41900930349509685
delta_pos,published_plus_profiles,classification,random_forest,644,0.5016008716788198
delta_pos,published_plus_profiles,classification,logistic,645,0.46672533735646643
delta_pos,published_plus_profiles,classification,random_forest,645,0.4484871343558797
delta_pos,published_plus_profiles,classification,logistic,646,0.44507585282038387
delta_pos,published_plus_profiles,classification,random_forest,646,0.5052384544464001
delta_pos,published_plus_profiles,classification,logistic,647,0.5001089598524852
delta_pos,published_plus_profiles,classification,random_forest,647,0.5390621071159165
delta_pos,published_plus_profiles,classification,logistic,648,0.5089849970664655
delta_pos,published_plus_profiles,classification,random_forest,648,0.5221104685273656
delta_pos,published_plus_profiles,classification,logistic,649,0.41072835470622754
delta_pos,published_plus_profiles,classification,random_forest,649,0.48351353616628945
delta_pos,published_plus_profiles,classification,logistic,650,0.5381610929511356
delta_pos,published_plus_profiles,classification,random_forest,650,0.6086245914005531
delta_pos,published_plus_profiles,classification,logistic,651,0.40366272734892295
delta_pos,published_plus_profiles,classification,random_forest,651,0.40670941245494935
delta_pos,published_plus_profiles,classification,logistic,652,0.42304919956416054
delta_pos,published_plus_profiles,classification,random_forest,652,0.4375743860531389
delta_pos,published_plus_profiles,classification,logistic,653,0.4537423518565082
delta_pos,published_plus_profiles,classification,random_forest,653,0.47570195289581757
delta_pos,published_plus_profiles,classification,logistic,654,0.44049115748889445
delta_pos,published_plus_profiles,classification,random_forest,654,0.4030844019780404
delta_pos,published_plus_profiles,classification,logistic,655,0.5373648478752828
delta_pos,published_plus_profiles,classification,random_forest,655,0.5852946106780655
delta_pos,published_plus_profiles,classification,logistic,656,0.4524013075182299
delta_pos,published_plus_profiles,classification,random_forest,656,0.437649819797167
delta_pos,published_plus_profiles,classification,logistic,657,0.5281870756851899
delta_pos,published_plus_profiles,classification,random_forest,657,0.506525018858436
delta_pos,published_plus_profiles,classification,logistic,658,0.5313804375157154
delta_pos,published_plus_profiles,classification,random_forest,658,0.4827591987260079
delta_pos,published_plus_profiles,classification,logistic,659,0.5969155980219597
delta_pos,published_plus_profiles,classification,random_forest,659,0.538379012656106
delta_pos,published_plus_profiles,classification,logistic,660,0.5074176514961026
delta_pos,published_plus_profiles,classification,random_forest,660,0.5442502723996312
delta_pos,published_plus_profiles,classification,logistic,661,0.5071913502640182
delta_pos,published_plus_profiles,classification,random_forest,661,0.5459642946944933
delta_pos,published_plus_profiles,classification,logistic,662,0.46544296370798766
delta_pos,published_plus_profiles,classification,random_forest,662,0.4491157488894477
delta_pos,published_plus_profiles,classification,logistic,663,0.5607241639426703
delta_pos,published_plus_profiles,classification,random_forest,663,0.47398793060095545
delta_pos,published_plus_profiles,classification,logistic,664,0.4889196211549745
delta_pos,published_plus_profiles,classification,random_forest,664,0.43865560305087586
delta_pos,published_plus_profiles,classification,logistic,665,0.4868074763221859
delta_pos,published_plus_profiles,classification,random_forest,665,0.5804668510602632
delta_pos,published_plus_profiles,classification,logistic,666,0.4842175844438857
delta_pos,published_plus_profiles,classification,random_forest,666,0.5042703880647054
delta_pos,published_plus_profiles,classification,logistic,667,0.490160087167882
delta_pos,published_plus_profiles,classification,random_forest,667,0.4488810661302489
delta_pos,published_plus_profiles,classification,logistic,668,0.549266616377504
delta_pos,published_plus_profiles,classification,random_forest,668,0.5087880311792807
delta_pos,published_plus_profiles,classification,logistic,669,0.3656608834129578
