outcome,feature_set,task,model,permutation,score
delta_pos,trajectory_profiles,regression,random_forest,734,-0.05247661224725879
delta_pos,trajectory_profiles,regression,ridge,734,-0.1783035685060207
delta_pos,trajectory_profiles,regression,random_forest,735,-0.04774346251508306
delta_pos,trajectory_profiles,regression,ridge,735,-0.18252607478954558
delta_pos,trajectory_profiles,regression,random_forest,736,-0.02364101379840544
delta_pos,trajectory_profiles,regression,ridge,736,-0.11654362995789894
delta_pos,trajectory_profiles,regression,random_forest,737,-0.03944637702895344
delta_pos,trajectory_profiles,regression,ridge,737,-0.1914620735184142
delta_pos,trajectory_profiles,regression,random_forest,738,-0.05907721962708792
delta_pos,trajectory_profiles,regression,ridge,738,-0.25049670342744035
delta_pos,trajectory_profiles,regression,random_forest,739,-0.018982428398577368
delta_pos,trajectory_profiles,regression,ridge,739,-0.23192317074795024
delta_pos,trajectory_profiles,regression,random_forest,740,-0.053311968387765106
delta_pos,trajectory_profiles,regression,ridge,740,-0.14308582595110347
delta_pos,trajectory_profiles,regression,random_forest,741,-0.04860498069342665
delta_pos,trajectory_profiles,regression,ridge,741,-0.19445157430717316
delta_pos,trajectory_profiles,regression,random_forest,742,-0.08380277013604079
delta_pos,trajectory_profiles,regression,ridge,742,-0.19148871156733444
delta_pos,trajectory_profiles,regression,random_forest,743,-0.040992993730861293
delta_pos,trajectory_profiles,regression,ridge,743,-0.13423834257534908
delta_pos,trajectory_profiles,regression,random_forest,744,-0.026064457797769336
delta_pos,trajectory_profiles,regression,ridge,744,-0.08579763858324432
delta_pos,trajectory_profiles,regression,random_forest,745,-0.045928982838520004
delta_pos,trajectory_profiles,regression,ridge,745,-0.1597416283867363
delta_pos,trajectory_profiles,regression,random_forest,746,-0.06670309378798485
delta_pos,trajectory_profiles,regression,ridge,746,-0.19155794192284442
delta_pos,trajectory_profiles,regression,random_forest,747,-0.07489771964827907
delta_pos,trajectory_profiles,regression,ridge,747,-0.2058342935700102
delta_pos,trajectory_profiles,regression,random_forest,748,-0.05881418595062795
delta_pos,trajectory_profiles,regression,ridge,748,-0.14843025793310696
delta_pos,trajectory_profiles,regression,random_forest,749,0.04378056169509951
delta_pos,trajectory_profiles,regression,ridge,749,-0.09444846379735986
delta_pos,trajectory_profiles,regression,random_forest,750,-0.06571490474012001
delta_pos,trajectory_profiles,regression,ridge,750,-0.13085653031596153
delta_pos,trajectory_profiles,regression,random_forest,751,-0.08430528900376459
delta_pos,trajectory_profiles,regression,ridge,751,-0.2565222896296383
delta_pos,trajectory_profiles,regression,random_forest,752,-0.040989533850024795
delta_pos,trajectory_profiles,regression,ridge,752,-0.16031906085404635
delta_pos,trajectory_profiles,regression,random_forest,753,-0.045595914399677605
delta_pos,trajectory_profiles,regression,ridge,753,-0.27969980808872275
delta_pos,trajectory_profiles,regression,random_forest,754,-0.06260253655143273
delta_pos,trajectory_profiles,regression,ridge,754,-0.19451020374750175
delta_pos,trajectory_profiles,regression,random_forest,755,-0.022770489041211227
delta_pos,trajectory_profiles,regression,ridge,755,-0.14806613591354467
delta_pos,trajectory_profiles,regression,random_forest,756,-0.00807422997575139
delta_pos,trajectory_profiles,regression,ridge,756,-0.06293982226861468
delta_pos,trajectory_profiles,regression,random_forest,757,-0.07126311734595228
delta_pos,trajectory_profiles,regression,ridge,757,-0.06683757374826813
delta_pos,trajectory_profiles,regression,random_forest,758,-0.0607548693406079
delta_pos,trajectory_profiles,regression,ridge,758,-0.17357435484408829
delta_pos,trajectory_profiles,regression,random_forest,759,-0.039107462306342114
delta_pos,trajectory_profiles,regression,ridge,759,-0.14064998903680018
delta_pos,trajectory_profiles,regression,random_forest,760,-0.026676475698298074
delta_pos,trajectory_profiles,regression,ridge,760,-0.10269838610692528
delta_pos,trajectory_profiles,regression,random_forest,761,-0.06308864680553408
delta_pos,trajectory_profiles,regression,ridge,761,-0.24699579503393648
delta_pos,trajectory_profiles,regression,random_forest,762,-0.031373447858999204
delta_pos,trajectory_profiles,regression,ridge,762,-0.07762933961887072
delta_pos,trajectory_profiles,regression,random_forest,763,-0.07679586773994043
delta_pos,trajectory_profiles,regression,ridge,763,-0.18134155531496954
delta_pos,trajectory_profiles,regression,random_forest,764,-0.056635988734920484
delta_pos,trajectory_profiles,regression,ridge,764,-0.14284947319421043
delta_pos,trajectory_profiles,regression,random_forest,765,-0.017205443111782338
delta_pos,trajectory_profiles,regression,ridge,765,-0.2113273463152578
delta_pos,trajectory_profiles,regression,random_forest,766,-0.0453858049117148
delta_pos,trajectory_profiles,regression,ridge,766,-0.15302507596633375
delta_pos,trajectory_profiles,regression,random_forest,767,-0.019163476399413605
delta_pos,trajectory_profiles,regression,ridge,767,-0.09763753138335111
delta_pos,trajectory_profiles,regression,random_forest,768,-0.052950224106953866
delta_pos,trajectory_profiles,regression,ridge,768,-0.2495888725147378
delta_pos,trajectory_profiles,regression,random_forest,769,-0.05929661679007414
delta_pos,trajectory_profiles,regression,ridge,769,-0.08346447059184384
delta_pos,trajectory_profiles,regression,random_forest,770,-0.05408976351923804
delta_pos,trajectory_profiles,regression,ridge,770,-0.11004098774506191
delta_pos,trajectory_profiles,regression,random_forest,771,-0.04645751121638105
delta_pos,trajectory_profiles,regression,ridge,771,-0.17337341856856725
delta_pos,trajectory_profiles,regression,random_forest,772,-0.06229959021530442
delta_pos,trajectory_profiles,regression,ridge,772,-0.1710213962462592
delta_pos,trajectory_profiles,regression,random_forest,773,-0.04434109485340502
delta_pos,trajectory_profiles,regression,ridge,773,-0.19612661654521615
delta_pos,trajectory_profiles,regression,random_forest,774,-0.058791714802773634
delta_pos,trajectory_profiles,regression,ridge,774,-0.1609725363596336
delta_pos,trajectory_profiles,regression,random_forest,775,-0.08445485137991329
delta_pos,trajectory_profiles,regression,ridge,775,-0.1521335547699885
delta_pos,trajectory_profiles,regression,random_forest,776,-0.04985476831339777
delta_pos,trajectory_profiles,regression,ridge,776,-0.14956304360902162
delta_pos,trajectory_profiles,regression,random_forest,777,-0.03617281055459971
delta_pos,trajectory_profiles,regression,ridge,777,-0.14838260239284687
delta_pos,trajectory_profiles,regression,random_forest,778,-0.06067344864243769
delta_pos,trajectory_profiles,regression,ridge,778,-0.2071222937646336
delta_pos,trajectory_profiles,regression,random_forest,779,0.008433230328659547
delta_pos,trajectory_profiles,regression,ridge,779,-0.058429259054681014
delta_pos,trajectory_profiles,regression,random_forest,780,-0.023688503621603286
delta_pos,trajectory_profiles,regression,ridge,780,-0.1779495641225189
delta_pos,trajectory_profiles,regression,random_forest,781,-0.06092989237941961
delta_pos,trajectory_profiles,regression,ridge,781,-0.16310059798578047
delta_pos,trajectory_profiles,regression,random_forest,782,-0.05870715857600082
delta_pos,trajectory_profiles,regression,ridge,782,-0.11573149913845833
delta_pos,trajectory_profiles,regression,random_forest,783,0.008850314101664092
delta_pos,trajectory_profiles,regression,ridge,783,-0.1583887371661149
delta_pos,trajectory_profiles,regression,random_forest,784,-0.0468945211330329
delta_pos,trajectory_profiles,regression,ridge,784,-0.20138746170830418
delta_pos,trajectory_profiles,regression,random_forest,785,-0.02516325848772858
delta_pos,trajectory_profiles,regression,ridge,785,-0.14574461333259642
delta_pos,trajectory_profiles,regression,random_forest,786,-0.018794556712692968
delta_pos,trajectory_profiles,regression,ridge,786,-0.19543914107624127
delta_pos,trajectory_profiles,regression,random_forest,787,-0.014487079302412175
delta_pos,trajectory_profiles,regression,ridge,787,-0.13407184047104026
delta_pos,trajectory_profiles,regression,random_forest,788,-0.05341007681118435
delta_pos,trajectory_profiles,regression,ridge,788,-0.21134280673594907
delta_pos,trajectory_profiles,regression,random_forest,789,-0.06151398176381884
delta_pos,trajectory_profiles,regression,ridge,789,-0.14616763975278646
delta_pos,trajectory_profiles,regression,random_forest,790,-0.06517008496980384
delta_pos,trajectory_profiles,regression,ridge,790,-0.16180049118293305
delta_pos,trajectory_profiles,regression,random_forest,791,-0.08715900302891386
delta_pos,trajectory_profiles,regression,ridge,791,-0.12740265296890615
delta_pos,trajectory_profiles,regression,random_forest,792,-0.0739016753545048
delta_pos,trajectory_profiles,regression,ridge,792,-0.23094458197281664
delta_pos,trajectory_profiles,regression,random_forest,793,-0.07440136807633775
delta_pos,trajectory_profiles,regression,ridge,793,-0.18837764628626236
delta_pos,trajectory_profiles,regression,random_forest,794,-0.05919284043300914
delta_pos,trajectory_profiles,regression,ridge,794,-0.12761172048521946
delta_pos,trajectory_profiles,regression,random_forest,795,-0.08751882767288913
delta_pos,trajectory_profiles,regression,ridge,795,-0.21766657882968937
delta_pos,trajectory_profiles,regression,random_forest,796,-0.04399098859424681
delta_pos,trajectory_profiles,regression,ridge,796,-0.16162937582797574
delta_pos,trajectory_profiles,regression,random_forest,797,-0.07449060283397016
delta_pos,trajectory_profiles,regression,ridge,797,-0.1182177416828093
delta_pos,trajectory_profiles,regression,random_forest,798,-0.053720729507335044
delta_pos,trajectory_profiles,regression,ridge,798,-0.12605567508929025
delta_pos,trajectory_profiles,regression,random_forest,799,-0.04974502009848669
delta_pos,trajectory_profiles,regression,ridge,799,-0.22336588327789603
delta_pos,trajectory_profiles,regression,random_forest,800,-0.011456120241811207
delta_pos,trajectory_profiles,regression,ridge,800,-0.11751096941855063
delta_pos,trajectory_profiles,regression,random_forest,801,-0.00645387585102597
delta_pos,trajectory_profiles,regression,ridge,801,-0.12156817089279799
delta_pos,trajectory_profiles,regression,random_forest,802,-0.06720874808240034
delta_pos,trajectory_profiles,regression,ridge,802,-0.18356008201520907
delta_pos,trajectory_profiles,regression,random_forest,803,-0.038782412201208816
delta_pos,trajectory_profiles,regression,ridge,803,-0.09262525056683571
delta_pos,trajectory_profiles,regression,random_forest,804,-0.04696699122104717
delta_pos,trajectory_profiles,regression,ridge,804,-0.14718922295498696
delta_pos,trajectory_profiles,regression,random_forest,805,-0.0827454044619571
delta_pos,trajectory_profiles,regression,ridge,805,-0.17738337624166306
delta_pos,trajectory_profiles,regression,random_forest,806,-0.0670775530682538
delta_pos,trajectory_profiles,regression,ridge,806,-0.18779109010513936
delta_pos,trajectory_profiles,regression,random_forest,807,-0.04259443923498078
delta_pos,trajectory_profiles,regression,ridge,807,-0.14617536123759503
delta_pos,trajectory_profiles,regression,random_forest,808,-0.04232389765641964
delta_pos,trajectory_profiles,regression,ridge,808,-0.13166762535394827
delta_pos,trajectory_profiles,regression,random_forest,809,-0.042612268381968674
delta_pos,trajectory_profiles,regression,ridge,809,-0.1233919412242972
delta_pos,trajectory_profiles,regression,random_forest,810,-0.04724328833612561
delta_pos,trajectory_profiles,regression,ridge,810,-0.18141008510083986
delta_pos,trajectory_profiles,regression,random_forest,811,-0.02734179719398382
delta_pos,trajectory_profiles,regression,ridge,811,-0.13314238168697673
delta_pos,trajectory_profiles,regression,random_forest,812,-0.060245666068696635
delta_pos,trajectory_profiles,regression,ridge,812,-0.15124069240654733
delta_pos,trajectory_profiles,regression,random_forest,813,-0.05530977846687577
delta_pos,trajectory_profiles,regression,ridge,813,-0.19896516597521963
delta_pos,trajectory_profiles,regression,random_forest,814,-0.059440578109788714
delta_pos,trajectory_profiles,regression,ridge,814,-0.14539301497218635
delta_pos,trajectory_profiles,regression,random_forest,815,-0.03933595391432558
delta_pos,trajectory_profiles,regression,ridge,815,-0.14253703582209212
delta_pos,trajectory_profiles,regression,random_forest,816,-0.028667161344477554
delta_pos,trajectory_profiles,regression,ridge,816,-0.14517826858704494
delta_pos,trajectory_profiles,regression,random_forest,817,-0.021365967422486608
delta_pos,trajectory_profiles,regression,ridge,817,-0.15294931152684776
delta_pos,trajectory_profiles,regression,random_forest,818,-0.06888662296348831
delta_pos,trajectory_profiles,regression,ridge,818,-0.1832489373820017
delta_pos,trajectory_profiles,regression,random_forest,819,-0.04544799498654719
delta_pos,trajectory_profiles,regression,ridge,819,-0.16142703997817348
delta_pos,trajectory_profiles,regression,random_forest,820,-0.08173098585934835
delta_pos,trajectory_profiles,regression,ridge,820,-0.17929140043036276
delta_pos,trajectory_profiles,regression,random_forest,821,-0.016414642236460376
delta_pos,trajectory_profiles,regression,ridge,821,-0.1447370719497079
delta_pos,trajectory_profiles,regression,random_forest,822,-0.03751560902143854
delta_pos,trajectory_profiles,regression,ridge,822,-0.10445142411248072
delta_pos,trajectory_profiles,regression,random_forest,823,-0.06841945160422813
delta_pos,trajectory_profiles,regression,ridge,823,-0.13751705422337818
delta_pos,trajectory_profiles,regression,random_forest,824,-0.08400343883393849
delta_pos,trajectory_profiles,regression,ridge,824,-0.2951051867332379
delta_pos,trajectory_profiles,regression,random_forest,825,-0.055693100632119207
delta_pos,trajectory_profiles,regression,ridge,825,-0.15750770797797486
delta_pos,trajectory_profiles,regression,random_forest,826,-0.026729273458320123
delta_pos,trajectory_profiles,regression,ridge,826,-0.18430255129238055
delta_pos,trajectory_profiles,regression,random_forest,827,-0.05000069019232247
delta_pos,trajectory_profiles,regression,ridge,827,-0.19134736139169264
delta_pos,trajectory_profiles,regression,random_forest,828,-0.013458877210538556
delta_pos,trajectory_profiles,regression,ridge,828,-0.16784175452348882
delta_pos,trajectory_profiles,regression,random_forest,829,-0.08353360544260977
delta_pos,trajectory_profiles,regression,ridge,829,-0.24057526159496967
delta_pos,trajectory_profiles,regression,random_forest,830,-0.04439618032658945
delta_pos,trajectory_profiles,regression,ridge,830,-0.208260391406424
delta_pos,trajectory_profiles,regression,random_forest,831,-0.07485310011213162
delta_pos,trajectory_profiles,regression,ridge,831,-0.14185587460218313
delta_pos,trajectory_profiles,regression,random_forest,832,-0.07750444677664955
delta_pos,trajectory_profiles,regression,ridge,832,-0.23377912278778554
delta_pos,trajectory_profiles,regression,random_forest,833,0.012248099560108328
delta_pos,trajectory_profiles,regression,ridge,833,-0.10108599550677844
delta_pos,trajectory_profiles,regression,random_forest,834,-0.04776661936996505
delta_pos,trajectory_profiles,regression,ridge,834,-0.16375595983460858
delta_pos,trajectory_profiles,regression,random_forest,835,-0.0736138778409442
delta_pos,trajectory_profiles,regression,ridge,835,-0.20685334346168607
delta_pos,trajectory_profiles,regression,random_forest,836,-0.07074581938413967
delta_pos,trajectory_profiles,regression,ridge,836,-0.19800382710270167
delta_pos,trajectory_profiles,regression,random_forest,837,-0.036263227964763264
delta_pos,trajectory_profiles,regression,ridge,837,-0.21462278946119828
delta_pos,trajectory_profiles,regression,random_forest,838,-0.025119707483306875
delta_pos,trajectory_profiles,regression,ridge,838,-0.0872465404872292
delta_pos,trajectory_profiles,regression,random_forest,839,-0.10267357002393751
delta_pos,trajectory_profiles,regression,ridge,839,-0.23180347502181226
delta_pos,trajectory_profiles,regression,random_forest,840,-0.04452640523357243
delta_pos,trajectory_profiles,regression,ridge,840,-0.13953966801581166
delta_pos,trajectory_profiles,regression,random_forest,841,-0.0294446418178681
delta_pos,trajectory_profiles,regression,ridge,841,-0.1186739524617521
delta_pos,trajectory_profiles,regression,random_forest,842,-0.040377506582417545
delta_pos,trajectory_profiles,regression,ridge,842,-0.18501559375134793
delta_pos,trajectory_profiles,regression,random_forest,843,-0.03785927321011597
delta_pos,trajectory_profiles,regression,ridge,843,-0.21090959303587628
delta_pos,trajectory_profiles,regression,random_forest,844,-0.05381868910631558
delta_pos,trajectory_profiles,regression,ridge,844,-0.16519201962999377
delta_pos,trajectory_profiles,regression,random_forest,845,-0.05523930899838103
delta_pos,trajectory_profiles,regression,ridge,845,-0.1420999914313123
delta_pos,trajectory_profiles,regression,random_forest,846,-0.05152576983150596
delta_pos,trajectory_profiles,regression,ridge,846,-0.22940856292326783
delta_pos,trajectory_profiles,regression,random_forest,847,-0.04189218576730491
delta_pos,trajectory_profiles,regression,ridge,847,-0.10682064077492423
delta_pos,trajectory_profiles,regression,random_forest,848,-0.06836190084609486
delta_pos,trajectory_profiles,regression,ridge,848,-0.13481560594969166
delta_pos,trajectory_profiles,regression,random_forest,849,-0.019297673262502847
delta_pos,trajectory_profiles,regression,ridge,849,-0.1267165438821477
delta_pos,trajectory_profiles,regression,random_forest,850,-0.08790361357601925
delta_pos,trajectory_profiles,regression,ridge,850,-0.21843286279554547
delta_pos,trajectory_profiles,regression,random_forest,851,-0.03708156781582097
delta_pos,trajectory_profiles,regression,ridge,851,-0.11393932203747688
delta_pos,trajectory_profiles,regression,random_forest,852,-0.04071798026111438
delta_pos,trajectory_profiles,regression,ridge,852,-0.12091093375298274
delta_pos,trajectory_profiles,regression,random_forest,853,-0.052418387101637
delta_pos,trajectory_profiles,regression,ridge,853,-0.14602149051136634
delta_pos,trajectory_profiles,regression,random_forest,854,-0.0521817628071342
delta_pos,trajectory_profiles,regression,ridge,854,-0.13901902017094736
delta_pos,trajectory_profiles,regression,random_forest,855,-0.0900672664976572
delta_pos,trajectory_profiles,regression,ridge,855,-0.2595210140832909
delta_pos,trajectory_profiles,regression,random_forest,856,-0.05659865522631084
delta_pos,trajectory_profiles,regression,ridge,856,-0.14461963379031656
delta_pos,trajectory_profiles,regression,random_forest,857,-0.04972502079867898
delta_pos,trajectory_profiles,regression,ridge,857,-0.1615261671705923
delta_pos,trajectory_profiles,regression,random_forest,858,-0.08743113846108048
delta_pos,trajectory_profiles,regression,ridge,858,-0.18788957102132853
delta_pos,trajectory_profiles,regression,random_forest,859,-0.07315841914347887
delta_pos,trajectory_profiles,regression,ridge,859,-0.24913550778004998
delta_pos,trajectory_profiles,regression,random_forest,860,-0.037099191292819376
delta_pos,trajectory_profiles,regression,ridge,860,-0.12393633655134353
delta_pos,trajectory_profiles,regression,random_forest,861,-0.03980708993538706
delta_pos,trajectory_profiles,regression,ridge,861,-0.14456660052558462
delta_pos,trajectory_profiles,regression,random_forest,862,-0.02480148318927572
delta_pos,trajectory_profiles,regression,ridge,862,-0.10977300841985209
delta_pos,trajectory_profiles,regression,random_forest,863,-0.03364811486853383
delta_pos,trajectory_profiles,regression,ridge,863,-0.10153279138434843
delta_pos,trajectory_profiles,regression,random_forest,864,-0.03012367258465074
delta_pos,trajectory_profiles,regression,ridge,864,-0.16041600232324277
delta_pos,trajectory_profiles,regression,random_forest,865,-0.011678186748933016
delta_pos,trajectory_profiles,regression,ridge,865,-0.10372209300104615
delta_pos,trajectory_profiles,regression,random_forest,866,-0.04046961047967772
delta_pos,trajectory_profiles,regression,ridge,866,-0.15569243198276467
delta_pos,trajectory_profiles,regression,random_forest,867,-0.05565103229652013
delta_pos,trajectory_profiles,regression,ridge,867,-0.174583630028527
delta_pos,trajectory_profiles,regression,random_forest,868,-0.05597212814559405
delta_pos,trajectory_profiles,regression,ridge,868,-0.1465447594456972
delta_pos,trajectory_profiles,regression,random_forest,869,-0.03355242847508115
delta_pos,trajectory_profiles,regression,ridge,869,-0.184373122340443
delta_pos,trajectory_profiles,regression,random_forest,870,-0.030282503715900955
delta_pos,trajectory_profiles,regression,ridge,870,-0.11951100594218197
delta_pos,trajectory_profiles,regression,random_forest,871,-0.060087421215917106
delta_pos,trajectory_profiles,regression,ridge,871,-0.1720872729056154
delta_pos,trajectory_profiles,regression,random_forest,872,-0.08440538823042423
delta_pos,trajectory_profiles,regression,ridge,872,-0.1910821628061436
delta_pos,trajectory_profiles,regression,random_forest,873,-0.023286212815548
delta_pos,trajectory_profiles,regression,ridge,873,-0.19117559097064146
delta_pos,trajectory_profiles,regression,random_forest,874,-0.056873195822202585
delta_pos,trajectory_profiles,regression,ridge,874,-0.11875781389935802
delta_pos,trajectory_profiles,regression,random_forest,875,-0.053686727347067566
delta_pos,trajectory_profiles,regression,ridge,875,-0.24944281394225337
delta_pos,trajectory_profiles,regression,random_forest,876,0.07102792437541922
delta_pos,trajectory_profiles,regression,ridge,876,-0.008860472784297324
delta_pos,trajectory_profiles,regression,random_forest,877,-0.08597181557920683
delta_pos,trajectory_profiles,regression,ridge,877,-0.16803864418402542
delta_pos,trajectory_profiles,regression,random_forest,878,-0.0484314576139232
delta_pos,trajectory_profiles,regression,ridge,878,-0.13293530915120397
delta_pos,trajectory_profiles,regression,random_forest,879,-0.04415100303218951
delta_pos,trajectory_profiles,regression,ridge,879,-0.18810906278026912
delta_pos,trajectory_profiles,regression,random_forest,880,-0.0442858310804765
delta_pos,trajectory_profiles,regression,ridge,880,-0.16572357428374102
delta_pos,trajectory_profiles,regression,random_forest,881,-0.0320753639434479
delta_pos,trajectory_profiles,regression,ridge,881,-0.15906996769560713
delta_pos,trajectory_profiles,regression,random_forest,882,-0.08580115413688438
delta_pos,trajectory_profiles,regression,ridge,882,-0.19833553986262437
delta_pos,trajectory_profiles,regression,random_forest,883,-0.030820863174101775
delta_pos,trajectory_profiles,regression,ridge,883,-0.11505523677047877
delta_pos,trajectory_profiles,regression,random_forest,884,-0.053284970417124475
delta_pos,trajectory_profiles,regression,ridge,884,-0.2576587889036035
delta_pos,trajectory_profiles,regression,random_forest,885,-0.014695072353735517
delta_pos,trajectory_profiles,regression,ridge,885,-0.0826231177987369
delta_pos,trajectory_profiles,regression,random_forest,886,-0.07359929578616024
delta_pos,trajectory_profiles,regression,ridge,886,-0.14692523217467274
delta_pos,trajectory_profiles,regression,random_forest,887,-0.06061724957651593
delta_pos,trajectory_profiles,regression,ridge,887,-0.18618690576260635
delta_pos,trajectory_profiles,regression,random_forest,888,-0.04720613625231631
delta_pos,trajectory_profiles,regression,ridge,888,-0.11781801329100856
delta_pos,trajectory_profiles,regression,random_forest,889,-0.06785824915129798
delta_pos,trajectory_profiles,regression,ridge,889,-0.1668314497917151
delta_pos,trajectory_profiles,regression,random_forest,890,-0.04037730836501572
delta_pos,trajectory_profiles,regression,ridge,890,-0.14060389498574963
delta_pos,trajectory_profiles,regression,random_forest,891,-0.044916174371767606
delta_pos,trajectory_profiles,regression,ridge,891,-0.18643370377486376
delta_pos,trajectory_profiles,regression,random_forest,892,-0.026133021874905415
delta_pos,trajectory_profiles,regression,ridge,892,-0.17422587031541928
delta_pos,trajectory_profiles,regression,random_forest,893,-0.05291124035721777
delta_pos,trajectory_profiles,regression,ridge,893,-0.14072362983200037
delta_pos,trajectory_profiles,regression,random_forest,894,-0.06267077188772818
delta_pos,trajectory_profiles,regression,ridge,894,-0.17511954657148104
delta_pos,trajectory_profiles,regression,random_forest,895,-0.04423212196680983
delta_pos,trajectory_profiles,regression,ridge,895,-0.18918546409434922
delta_pos,trajectory_profiles,regression,random_forest,896,-0.052059449142458504
delta_pos,trajectory_profiles,regression,ridge,896,-0.12461472985430042
delta_pos,trajectory_profiles,regression,random_forest,897,-0.07167044025550337
delta_pos,trajectory_profiles,regression,ridge,897,-0.21789513244857953
delta_pos,trajectory_profiles,regression,random_forest,898,0.0027322338563146144
delta_pos,trajectory_profiles,regression,ridge,898,-0.05198204104552108
delta_pos,trajectory_profiles,regression,random_forest,899,-0.012794614210555454
delta_pos,trajectory_profiles,regression,ridge,899,-0.1662631484568755
delta_pos,trajectory_profiles,regression,random_forest,900,-0.026259129141393212
delta_pos,trajectory_profiles,regression,ridge,900,-0.2150593555441387
delta_pos,trajectory_profiles,regression,random_forest,901,-0.026349756886483465
delta_pos,trajectory_profiles,regression,ridge,901,-0.22993442270574233
delta_pos,trajectory_profiles,regression,random_forest,902,-0.025689757827320848
delta_pos,trajectory_profiles,regression,ridge,902,-0.10389601491435241
delta_pos,trajectory_profiles,regression,random_forest,903,-0.03127478762084264
delta_pos,trajectory_profiles,regression,ridge,903,-0.18719749837343566
delta_pos,trajectory_profiles,regression,random_forest,904,-0.03948381724329766
delta_pos,trajectory_profiles,regression,ridge,904,-0.16257414109301505
delta_pos,trajectory_profiles,regression,random_forest,905,-0.029454636624726825
delta_pos,trajectory_profiles,regression,ridge,905,-0.11410505251348009
delta_pos,trajectory_profiles,regression,random_forest,906,-0.035205729532031695
delta_pos,trajectory_profiles,regression,ridge,906,-0.13031037248220467
delta_pos,trajectory_profiles,regression,random_forest,907,-0.07391137530910194
delta_pos,trajectory_profiles,regression,ridge,907,-0.17498895750054974
delta_pos,trajectory_profiles,regression,random_forest,908,-0.07723185654666982
delta_pos,trajectory_profiles,regression,ridge,908,-0.22061007856340434
delta_pos,trajectory_profiles,regression,random_forest,909,-0.07246272625214514
delta_pos,trajectory_profiles,regression,ridge,909,-0.19763708443944666
delta_pos,trajectory_profiles,regression,random_forest,910,-0.05957921559310229
delta_pos,trajectory_profiles,regression,ridge,910,-0.22011482603230287
delta_pos,trajectory_profiles,regression,random_forest,911,-0.036967073985377616
delta_pos,trajectory_profiles,regression,ridge,911,-0.1657995497161733
delta_pos,trajectory_profiles,regression,random_forest,912,-0.042261142566445795
delta_pos,trajectory_profiles,regression,ridge,912,-0.20247778141581554
delta_pos,trajectory_profiles,regression,random_forest,913,-0.0626798953220757
delta_pos,trajectory_profiles,regression,ridge,913,-0.17022994837622524
delta_pos,trajectory_profiles,regression,random_forest,914,-0.09332152270516429
delta_pos,trajectory_profiles,regression,ridge,914,-0.23703687141155597
delta_pos,trajectory_profiles,regression,random_forest,915,-0.08907723460777053
delta_pos,trajectory_profiles,regression,ridge,915,-0.16578451994620874
delta_pos,trajectory_profiles,regression,random_forest,916,-0.0221079133708183
delta_pos,trajectory_profiles,regression,ridge,916,-0.18234108538634142
delta_pos,trajectory_profiles,regression,random_forest,917,-0.0865557781038551
delta_pos,trajectory_profiles,regression,ridge,917,-0.14030739810334666
delta_pos,trajectory_profiles,regression,random_forest,918,-0.06797890422756696
delta_pos,trajectory_profiles,regression,ridge,918,-0.25177743924860196
delta_pos,trajectory_profiles,regression,random_forest,919,-0.023754483952315997
delta_pos,trajectory_profiles,regression,ridge,919,-0.13552338837023598
delta_pos,trajectory_profiles,regression,random_forest,920,-0.050668985426728444
delta_pos,trajectory_profiles,regression,ridge,920,-0.17597013500999872
delta_pos,trajectory_profiles,regression,random_forest,921,-0.03379646771365896
delta_pos,trajectory_profiles,regression,ridge,921,-0.15150173510475726
delta_pos,trajectory_profiles,regression,random_forest,922,-0.032463797117891914
delta_pos,trajectory_profiles,regression,ridge,922,-0.12004769384952167
delta_pos,trajectory_profiles,regression,random_forest,923,-0.0641960962903078
delta_pos,trajectory_profiles,regression,ridge,923,-0.22913553757453453
delta_pos,trajectory_profiles,regression,random_forest,924,-0.09470798992274343
delta_pos,trajectory_profiles,regression,ridge,924,-0.28644953661157363
delta_pos,trajectory_profiles,regression,random_forest,925,-0.020273128094503434
delta_pos,trajectory_profiles,regression,ridge,925,-0.17339957319764515
delta_pos,trajectory_profiles,regression,random_forest,926,-0.09471159499373105
delta_pos,trajectory_profiles,regression,ridge,926,-0.2170329741912683
delta_pos,trajectory_profiles,regression,random_forest,927,-0.06259710825437163
delta_pos,trajectory_profiles,regression,ridge,927,-0.21340252721248457
delta_pos,trajectory_profiles,regression,random_forest,928,-0.0944896649320549
delta_pos,trajectory_profiles,regression,ridge,928,-0.18882378579865516
delta_pos,trajectory_profiles,regression,random_forest,929,-0.03683389364809606
delta_pos,trajectory_profiles,regression,ridge,929,-0.12070878230867155
delta_pos,trajectory_profiles,regression,random_forest,930,-0.03971823166043771
delta_pos,trajectory_profiles,regression,ridge,930,-0.09619359228144261
delta_pos,trajectory_profiles,regression,random_forest,931,-0.00856842493365867
delta_pos,trajectory_profiles,regression,ridge,931,-0.09186338567796784
delta_pos,trajectory_profiles,regression,random_forest,932,-0.0302236203375545
delta_pos,trajectory_profiles,regression,ridge,932,-0.16266410737811793
delta_pos,trajectory_profiles,regression,random_forest,933,-0.030771350284932386
delta_pos,trajectory_profiles,regression,ridge,933,-0.14881097460724418
delta_pos,trajectory_profiles,regression,random_forest,934,-0.06531660249403773
delta_pos,trajectory_profiles,regression,ridge,934,-0.13726063325379162
delta_pos,trajectory_profiles,regression,random_forest,935,-0.06546435340552315
delta_pos,trajectory_profiles,regression,ridge,935,-0.20460653552736732
delta_pos,trajectory_profiles,regression,random_forest,936,-0.028417518194025528
