outcome,unique_complementary_splits,n_hops,median_pearson,q025_pearson,q975_pearson,median_spearman,q025_spearman,q975_spearman
bvse_delta_benefit,126,220,0.9224688253755169,0.8852874015728073,0.9463957133661696,0.906372595977753,0.8640136253754304,0.9334133030547213
positional_benefit,126,220,0.8536116776866192,0.7879081931444218,0.8942804145989338,0.7144137087730964,0.6574818412852257,0.770140536337152
