scenario,method,seeds,mae_mean,mae_std,rmse_mean,rmse_std,median_ae_mean,median_ae_std,r2_mean,r2_std,spearman_mean,spearman_std,best_epoch_mean,best_epoch_std,fraction_best_epoch_at_or_after_25
affine_bvse,affine_em_bvse,10,0.2962430097048251,5.851389114294502e-17,0.4371176101503546,0.0,0.19927429125621104,0.0,0.7254137526975013,0.0,0.6930098104957089,0.0,0.0,0.0,0.0
bvse_calibrated_delta,positional,10,0.2608360187167471,0.0075594791579232275,0.4263470735324851,0.014638061049403754,0.15683923214673995,0.009999062643530253,0.738501467028593,0.017961266161936856,0.7602669852307241,0.02181618178131379,46.2,24.87211736507815,0.8
bvse_path,positional,10,0.3093854830210859,0.01370255869315316,0.4806566665510374,0.02074287410998871,0.18450767174363136,0.014400287033938976,0.6674327755526961,0.02857404604474124,0.7077468542738485,0.018973680600700933,34.9,18.952865511872105,0.6
bvse_scalar_path_fusion,positional,10,0.2694788215072318,0.011352849238169958,0.43223008779012834,0.017752088669923977,0.1635633625090122,0.012896046859259396,0.7311122694051989,0.022300805617533424,0.7695566963254312,0.01060903144150042,38.3,11.700427342623003,0.9
dft_path,crystal,10,0.5316215889426795,0.00973316655882009,0.8518160866982241,0.015825017474919986,0.2947028025984764,0.018596436305945045,-0.04305866202464177,0.0385758571027334,0.238062793757424,0.022337306976407588,23.2,12.035133752661183,0.4
dft_path,midpoint,10,0.35217734606428575,0.01627322751522542,0.5729883394914403,0.03131232568266529,0.20651379227638245,0.013548553074677552,0.5269147214342046,0.05161657396768694,0.6431589683483316,0.01883967252796041,34.4,19.074124415611383,0.7
dft_path,positional,10,0.29658670039339496,0.017559031663223427,0.477358014387902,0.050639640026209264,0.18028085343539715,0.01819517504120487,0.6692139859560571,0.07605870356053342,0.7549838557896575,0.026957938713459084,41.3,9.78717982305878,1.0
dft_path,trajectory,10,0.35804647037928755,0.01472724463788688,0.5779092652192526,0.018745051017845384,0.20320990905165673,0.014675280758419255,0.519589465154822,0.03085351513275423,0.6265061449428895,0.015945384497498643,33.2,12.968337510173685,0.7
